# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 09:21:17 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name	hostname	sy_snum	sy_pnum	discoverymethod	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	pl_rade	pl_radeerr1	pl_radeerr2	pl_radelim	pl_bmasse	pl_bmasseerr1	pl_bmasseerr2	pl_bmasselim	pl_eqt	pl_eqterr1	pl_eqterr2	pl_eqtlim	sy_dist	sy_disterr1	sy_disterr2
Kepler-1837 b	Kepler-1837	1	1	Transit	5.90608978			0	2.067			0	4.92000			0	1012			0	1229.1800000	48.3100000	-44.8500000
Kepler-1838 b	Kepler-1838	1	1	Transit	12.14680004			0	1.660			0	3.40000			0	1097			0	451.2420000	4.8660000	-4.7650000
Kepler-1839 b	Kepler-1839	1	1	Transit	5.05675983			0	1.949			0	4.46000			0	1049			0	1136.6000000	24.9800000	-23.9500000
Kepler-184 b	Kepler-184	1	3	Transit	10.68757600	0.00002500	-0.00002500	0	2.360	1.330	-1.330	0	6.17000			0	780			0	610.3260000	6.0115000	-6.0115000
Kepler-184 c	Kepler-184	1	3	Transit	20.30300500	0.00008700	-0.00008700	0	1.970	1.110	-1.110	0	8.80000	7.40000	-5.70000	0	630			0	610.3260000	6.0115000	-6.0115000
Kepler-184 d	Kepler-184	1	3	Transit	29.02235800	0.00017600	-0.00017600	0	2.490	1.410	-1.410	0	6.76000			0	559			0	610.3260000	6.0115000	-6.0115000
Kepler-1840 b	Kepler-1840	1	1	Transit	131.19000240			0	2.778			0	8.13000			0	284			0	513.1070000	6.7205000	-6.7205000
Kepler-1841 b	Kepler-1841	1	1	Transit	25.88599968			0	1.489			0	2.82000			0	542			0	631.7000000	7.4220000	-7.2550000
Kepler-1842 b	Kepler-1842	1	1	Transit	14.02639961			0	2.354			0	6.14000			0	822			0	923.5510000	19.2330000	-18.4780000
Kepler-1843 b	Kepler-1843	1	1	Transit	25.54339981			0	2.709			0	7.80000			0	772			0	784.6250000	14.0230000	-14.0230000
Kepler-1844 b	Kepler-1844	1	1	Transit	3.92451000			0	3.036			0	9.46000			0	1074			0	1804.3600000	133.0300000	-116.2100000
Kepler-1845 b	Kepler-1845	1	1	Transit	11.60649967			0	2.438			0	6.52000			0	584			0	710.7240000	17.0450000	-17.0450000
Kepler-1846 b	Kepler-1846	1	1	Transit	14.82009983			0	1.764			0	3.76000			0	552			0	374.6150000	2.4155000	-2.4155000
Kepler-1847 b	Kepler-1847	1	1	Transit	11.12969971			0	2.745			0	7.97000			0	843			0	1693.8600000	128.5700000	-111.9100000
Kepler-1848 b	Kepler-1848	1	1	Transit	5.60402012			0	1.409			0	2.57000			0	774			0	309.6960000	1.5180000	-1.5040000
Kepler-1849 b	Kepler-1849	1	1	Transit	57.29290009			0	2.387			0	6.29000			0	355			0	631.8840000	11.7520000	-11.3370000
Kepler-185 b	Kepler-185	1	2	Transit	1.63290000	0.00000500	-0.00000500	0	1.170	0.670	-0.670	0	1.71000			0	1237			0	466.7350000	4.7440000	-4.6520000
Kepler-185 c	Kepler-185	1	2	Transit	20.72904200	0.00009700	-0.00009700	0	2.020	1.170	-1.170	0	4.74000			0	530			0	466.7350000	4.7440000	-4.6520000
Kepler-1850 b	Kepler-1850	1	1	Transit	1.38580000			0	0.729			0	0.31300			0	1008			0	250.1990000	1.3330000	-1.3190000
Kepler-1851 b	Kepler-1851	1	1	Transit	12.02289963			0	3.900			0	14.50000			0	776			0	1589.8100000	75.4100000	-69.0000000
Kepler-1852 b	Kepler-1852	1	1	Transit	7.97094011			0	1.886			0	4.22000			0	760			0	772.4810000	15.6930000	-15.0910000
Kepler-1853 b	Kepler-1853	1	1	Transit	48.88819885			0	1.519			0	2.92000			0	386			0	562.3480000	8.6730000	-8.4180000
Kepler-1854 b	Kepler-1854	1	1	Transit	39.83110046			0	2.587			0	7.21000			0	420			0	423.3480000		
Kepler-1855 b	Kepler-1855	1	1	Transit	0.72733098			0	1.216			0	1.96000			0	849			0			
Kepler-1856 b	Kepler-1856	1	1	Transit	1.30200005			0	1.734			0	3.66000			0	1344			0	848.7600000	24.0920000	-22.8210000
Kepler-1857 b	Kepler-1857	1	1	Transit	8.94340992			0	1.961			0	4.50000			0	946			0	853.2750000	17.3490000	-16.6830000
Kepler-1858 b	Kepler-1858	1	1	Transit	88.07160187			0	2.422			0	6.44000			0	330			0	833.0550000	24.5440000	-24.5440000
Kepler-1859 b	Kepler-1859	1	2	Transit	2.72959995			0	1.583			0	3.13000			0	1455			0	1331.2500000	43.2650000	-43.2650000
Kepler-1859 c	Kepler-1859	1	2	Transit	3.59645081	0.00003644	-0.00003644	0	1.660	0.290	-0.230	0	3.39000			0	1327			0	1331.2500000	43.2650000	-43.2650000
Kepler-186 b	Kepler-186	1	5	Transit	3.88679070	0.00000620	-0.00000630	0	1.070	0.120	-0.120	0	1.24000			0	571			0	177.5940000	0.7740000	-0.7740000
Kepler-186 c	Kepler-186	1	5	Transit	7.26730200	0.00001200	-0.00001100	0	1.250	0.140	-0.140	0	2.10000			0	464			0	177.5940000	0.7740000	-0.7740000
Kepler-186 d	Kepler-186	1	5	Transit	13.34299600	0.00002500	-0.00002400	0	1.400	0.160	-0.160	0	2.54000			0	379			0	177.5940000	0.7740000	-0.7740000
Kepler-186 e	Kepler-186	1	5	Transit	22.40770400	0.00007400	-0.00007200	0	1.270	0.150	-0.140	0	2.15000			0	319			0	177.5940000	0.7740000	-0.7740000
Kepler-186 f	Kepler-186	1	5	Transit	129.94410000	0.00130000	-0.00120000	0	1.170	0.080	-0.080	0	1.71000			0	177			0	177.5940000	0.7740000	-0.7740000
Kepler-1860 b	Kepler-1860	1	1	Transit	12.73719978			0	1.139			0	1.55000			0	697			0	438.7030000	2.6280000	-2.5970000
Kepler-1861 b	Kepler-1861	1	1	Transit	40.03060150			0	2.207			0	5.50000			0	617			0	829.9850000	12.3095000	-12.3095000
Kepler-1862 b	Kepler-1862	1	1	Transit	16.05730057			0	2.203			0	5.49000			0	645			0	1232.1900000	48.0000000	-44.5900000
Kepler-1863 b	Kepler-1863	1	1	Transit	44.99760056			0	2.263			0	5.74000			0	508			0	865.5460000	11.6365000	-11.6365000
Kepler-1864 b	Kepler-1864	1	1	Transit	3.88151002			0	0.754			0	0.35300			0	1156			0	298.8940000	1.8540000	-1.8310000
Kepler-1865 b	Kepler-1865	1	1	Transit	2.52400994			0	1.577			0	3.11000			0	1203			0	922.2550000	27.3870000	-25.8770000
Kepler-1866 b	Kepler-1866	1	1	Transit	11.66009998			0	2.082			0	4.99000			0	834			0	976.7370000	18.3170000	-17.6660000
Kepler-1867 b	Kepler-1867	1	1	Transit	9.88735962			0	1.160			0	1.65000			0	768			0	680.5830000	7.0960000	-6.9540000
Kepler-1868 b	Kepler-1868	1	1	Transit	211.03399660			0	3.150			0	10.10000			0	215			0	274.1800000	0.9505000	-0.9505000
Kepler-1869 b	Kepler-1869	1	2	Transit	8.16736031			0	1.120			0	1.46000			0	865			0	113.0250000	0.2910000	-0.2910000
Kepler-1869 c	Kepler-1869	1	2	Transit	1.71682830	0.00000941	-0.00000941	0	0.740	0.120	-0.030	0	0.33000			0	1455			0	113.0250000	0.2910000	-0.2910000
Kepler-187 b	Kepler-187	1	2	Transit	4.93886400	0.00005800	-0.00005800	0	1.410	0.280	-0.280	0	2.57000			0	1244			0	1143.0000000	33.3100000	-31.5100000
Kepler-187 c	Kepler-187	1	2	Transit	10.64026300	0.00004800	-0.00004800	0	2.670	0.520	-0.520	0	7.61000			0	963			0	1143.0000000	33.3100000	-31.5100000
Kepler-1870 b	Kepler-1870	1	1	Transit	3.60694003			0	2.101			0	5.07000			0	1046			0	407.2160000	2.7520000	-2.7160000
Kepler-1871 b	Kepler-1871	1	1	Transit	1.95270002			0	2.422			0	6.44000			0	1403			0	854.6230000	16.7485000	-16.7485000
Kepler-1872 b	Kepler-1872	1	1	Transit	3.82591009			0	2.384			0	6.28000			0	1005			0	840.1820000	22.3530000	-21.2440000
Kepler-1873 b	Kepler-1873	1	1	Transit	0.55884200			0	1.626			0	3.28000			0	1787			0	820.9570000	26.2335000	-26.2335000
Kepler-1874 b	Kepler-1874	1	1	Transit	56.57320023			0	2.211			0	5.52000			0	356			0	408.0070000		
Kepler-1875 b	Kepler-1875	1	1	Transit	34.45859909			0	3.227			0	10.50000			0	559			0	1660.4500000	140.9300000	-120.8600000
Kepler-1876 b	Kepler-1876	1	1	Transit	6.99205000	0.00003800	-0.00003800	0	0.853	0.039	-0.026	0	2.40000			1	1299	22	-22	0	259.9350000	1.7970000	-1.7730000
Kepler-1877 b	Kepler-1877	1	1	Transit	2.37756991			0	0.624			0	0.17900			0	1278			0	285.3120000	1.8650000	-1.8410000
Kepler-1878 b	Kepler-1878	1	1	Transit	4.44587994			0	2.920			0	8.86000			0	1063			0	1494.3000000	57.8000000	-53.7100000
Kepler-1879 b	Kepler-1879	1	1	Transit	10.61340046			0	2.065			0	4.92000			0	987			0	627.1710000	8.9880000	-8.7410000
Kepler-188 b	Kepler-188	1	2	Transit	2.06189700	0.00001000	-0.00001000	0	1.680	0.760	-0.760	0	3.46000			0	1463			0	968.5440000	22.3800000	-21.4090000
Kepler-188 c	Kepler-188	1	2	Transit	5.99655300	0.00001500	-0.00001500	0	3.190	1.450	-1.450	0	10.30000			0	1025			0	968.5440000	22.3800000	-21.4090000
Kepler-1880 b	Kepler-1880	1	1	Transit	6.30921984			0	2.117			0	5.13000			0	606			0	611.0410000	12.2030000	-11.7430000
Kepler-1881 b	Kepler-1881	1	1	Transit	159.39399720			0	2.981			0	9.17000			0	289			0	1057.2100000	40.8250000	-40.8250000
Kepler-1882 b	Kepler-1882	1	1	Transit	13.78730011			0	1.487			0	2.81000			0	894			0	443.3710000	4.2730000	-4.1940000
Kepler-1883 b	Kepler-1883	1	1	Transit	103.42700200			0	3.251			0	10.60000			0	416			0	1377.6100000	70.8100000	-64.3200000
Kepler-1884 b	Kepler-1884	1	1	Transit	8.98832035			0	1.814			0	3.95000			0	864			0	1443.0900000	54.0400000	-50.3400000
Kepler-1885 b	Kepler-1885	1	1	Transit	2.52255988			0	1.511			0	2.89000			0	1205			0	818.4820000	14.9450000	-14.4290000
Kepler-1886 b	Kepler-1886	1	1	Transit	24.27580070			0	2.582			0	7.18000			0	580			0	1059.5100000	39.7200000	-37.0000000
Kepler-1887 b	Kepler-1887	1	1	Transit	19.94750023			0	2.925			0	8.88000			0	625			0	1366.1800000	78.1500000	-70.2800000
Kepler-1888 b	Kepler-1888	1	1	Transit	11.39169979			0	1.326			0	2.32000			0	886			0	402.9470000	4.5850000	-4.4850000
Kepler-1889 b	Kepler-1889	1	1	Transit	37.30369949			0	2.944			0	8.98000			0	493			0	1395.1300000	69.2400000	-63.0800000
Kepler-189 b	Kepler-189	1	2	Transit	10.39993100	0.00008500	-0.00008500	0	1.210	0.610	-0.610	0	1.92000			0	678			0	591.5340000	7.1340000	-6.9690000
Kepler-189 c	Kepler-189	1	2	Transit	20.13486600	0.00005700	-0.00005700	0	2.380	1.190	-1.190	0	22.70000	17.10000	-10.60000	0	544			0	591.5340000	7.1340000	-6.9690000
Kepler-1890 b	Kepler-1890	1	1	Transit	4.82059002			0	0.869			0	0.58700			0	1328			0	529.5960000	6.7540000	-6.5880000
Kepler-1891 b	Kepler-1891	1	1	Transit	4.02229023			0	1.521			0	2.93000			0	1017			0	596.2400000	6.0705000	-6.0705000
Kepler-1892 b	Kepler-1892	1	1	Transit	6.33123016			0	1.837			0	4.03000			0	822			0	851.5950000	25.7040000	-24.2650000
Kepler-1893 b	Kepler-1893	1	1	Transit	4.17936993			0	1.706			0	3.55000			0	1194			0	1050.7200000	27.4100000	-26.0700000
Kepler-1894 b	Kepler-1894	1	2	Transit	2.76266003			0	1.201			0	1.87000			0	1231			0	935.1910000	24.7450000	-23.5230000
Kepler-1894 c	Kepler-1894	1	2	Transit	5.05368985	0.00005076	-0.00005076	0	1.210	0.370	-0.110	0	1.92000			0	1007			0	935.1910000	24.7450000	-23.5230000
Kepler-1895 b	Kepler-1895	1	1	Transit	6.07029009			0	2.119			0	5.14000			0	789			0	984.1870000	29.8530000	-28.1730000
Kepler-1896 b	Kepler-1896	1	1	Transit	44.87020111			0	3.099			0	9.80000			0	536			0	1732.9100000	100.0300000	-89.8700000
Kepler-1897 b	Kepler-1897	1	1	Transit	24.22030067			0	2.814			0	8.32000			0	505			0	983.1740000	37.2760000	-34.6890000
Kepler-1898 b	Kepler-1898	1	1	Transit	4.76562023			0	0.934			0	0.76000			0	1167			0	360.9210000	1.8970000	-1.8780000
Kepler-1899 b	Kepler-1899	1	1	Transit	4.09577990			0	1.551			0	3.02000			0	851			0	711.5090000	18.4820000	-18.4820000
Kepler-19 b	Kepler-19	1	3	Transit	9.28699000	0.00000000	0.00000000	0	2.209	0.048	-0.048	0	6.10000	2.80000	-2.70000	0	851	14	-14	0	218.5620000	0.9750000	-0.9660000
Kepler-19 c	Kepler-19	1	3	Transit Timing Variations	28.73100000	0.01200000	-0.00500000	0	3.680			0	13.10000	2.70000	-2.70000	0					218.5620000	0.9750000	-0.9660000
Kepler-19 d	Kepler-19	1	3	Radial Velocity	62.95000000	0.04000000	-0.30000000	0	5.060			0	22.50000	1.20000	-5.60000	0					218.5620000	0.9750000	-0.9660000
Kepler-190 b	Kepler-190	1	2	Transit	2.01999900	0.00000300	-0.00000300	0	1.560	0.110	-0.110	0	3.05000			0	1166			0	433.3870000	2.7670000	-2.7330000
Kepler-190 c	Kepler-190	1	2	Transit	3.76302400	0.00000900	-0.00000900	0	1.460	0.100	-0.100	0	2.73000			0	948			0	433.3870000	2.7670000	-2.7330000
Kepler-1900 b	Kepler-1900	1	1	Transit	2.98622990			0	1.623			0	3.27000			0	1356			0	1540.4300000	84.6300000	-76.4000000
Kepler-1901 b	Kepler-1901	1	1	Transit	3.48412991			0	1.474			0	2.77000			0	1132			0	1028.3700000	25.8000000	-24.5800000
Kepler-1902 b	Kepler-1902	1	1	Transit	3.82222009			0	1.176			0	1.74000			0	601			0	344.3370000	6.4780000	-6.2470000
Kepler-1903 b	Kepler-1903	1	1	Transit	17.06789970			0	2.286			0	5.85000			0	769			0	1775.4400000	79.1000000	-72.7600000
Kepler-1904 b	Kepler-1904	1	1	Transit	4.57702017			0	1.390			0	2.51000			0	567			0	270.8540000	2.2715000	-2.2715000
Kepler-1905 b	Kepler-1905	1	1	Transit	3.42392993			0	1.446			0	2.69000			0	1212			0	1051.5300000	32.4500000	-32.4500000
Kepler-1906 b	Kepler-1906	1	1	Transit	7.36268997			0	2.776			0	8.13000			0	901			0	1360.6300000	51.7500000	-48.1400000
Kepler-1907 b	Kepler-1907	1	2	Transit	5.65245009			0	0.870			0	0.58900			0	856			0	292.1110000	1.3330000	-1.3220000
Kepler-1907 c	Kepler-1907	1	2	Transit	14.86390018			0	1.155			0	1.63000			0	620			0	292.1110000	1.3330000	-1.3220000
Kepler-1909 b	Kepler-1909	1	1	Transit	2.39160991			0	1.092			0	1.33000			0	1031			0	763.6620000	17.9405000	-17.9405000
Kepler-191 b	Kepler-191	1	3	Transit	9.93963200	0.00006600	-0.00006600	0	1.340	0.660	-0.660	0	2.36000			0	722			0	594.4640000	7.8850000	-7.8850000
Kepler-191 c	Kepler-191	1	3	Transit	17.73850600	0.00008200	-0.00008200	0	1.860	0.920	-0.920	0	4.12000			0	596			0	594.4640000	7.8850000	-7.8850000
Kepler-191 d	Kepler-191	1	3	Transit	5.94504102	0.00000763	-0.00000763	0	2.280	0.160	-0.130	0	5.82000			0	857			0	594.4640000	7.8850000	-7.8850000
Kepler-1910 b	Kepler-1910	1	1	Transit	5.68876982			0	1.184			0	1.78000			0	645			0			
Kepler-1911 b	Kepler-1911	1	1	Transit	5.99079990			0	1.011			0	1.01000			0	987			0	269.9120000	2.0280000	-1.9980000
Kepler-1912 b	Kepler-1912	1	1	Transit	6.05921984			0	1.357			0	2.41000			0	976			0	297.0170000	1.8250000	-1.8030000
Kepler-1913 b	Kepler-1913	1	1	Transit	14.19600010			0	1.519			0	2.92000			0	818			0	876.3000000	20.8500000	-19.9190000
Kepler-1914 b	Kepler-1914	1	1	Transit	30.82789993			0	2.943			0	8.97000			0	585			0	1621.5600000	86.2200000	-78.0800000
Kepler-1915 b	Kepler-1915	1	1	Transit	13.83539963			0	3.218			0	10.40000			0	809			0	1514.6600000	79.1100000	-71.7400000
Kepler-1916 b	Kepler-1916	1	1	Transit	31.25429916			0	2.618			0	7.35000			0	635			0	2055.8200000	174.1900000	-149.5200000
Kepler-1917 b	Kepler-1917	1	1	Transit	12.90240002			0	1.890			0	4.23000			0	675			0	909.0370000	25.0250000	-25.0250000
Kepler-1918 b	Kepler-1918	1	1	Transit	47.05640030			0	2.298			0	5.89000			0	497			0	1030.1100000	35.2900000	-33.0590000
Kepler-1919 b	Kepler-1919	1	1	Transit	37.88660049			0	2.624			0	7.38000			0	479			0	1177.5300000	52.7400000	-48.4800000
Kepler-192 b	Kepler-192	1	3	Transit	9.92674600	0.00001800	-0.00001800	0	2.740	0.450	-0.450	0	7.95000			0	803			0	651.6740000	6.7435000	-6.7435000
Kepler-192 c	Kepler-192	1	3	Transit	21.22340000	0.00007600	-0.00007600	0	2.790	0.520	-0.520	0	8.20000			0	623			0	651.6740000	6.7435000	-6.7435000
Kepler-192 d	Kepler-192	1	3	Transit	6.47027579	0.00004320	-0.00004320	0	1.020	0.100	-0.070	0	1.04000			0	926			0	651.6740000	6.7435000	-6.7435000
Kepler-1920 b	Kepler-1920	1	1	Transit	30.25410080			0	2.954			0	9.03000			0	660			0	885.9130000	14.3420000	-14.3420000
Kepler-1921 b	Kepler-1921	1	2	Transit	20.03479958			0	2.895			0	8.72000			0	967			0	928.9890000	15.2530000	-14.7770000
Kepler-1921 c	Kepler-1921	1	2	Transit	3.15722086	0.00001947	-0.00001947	0	1.410	0.330	-0.570	0	2.57000			0	1791			0	928.9890000	15.2530000	-14.7770000
Kepler-1922 b	Kepler-1922	1	1	Transit	13.22259998			0	2.291			0	5.86000			0	740			0	1344.2900000	46.9900000	-46.9900000
Kepler-1923 b	Kepler-1923	1	1	Transit	52.60969925			0	1.960			0	4.50000			0	553			0	990.8380000		
Kepler-1924 b	Kepler-1924	1	1	Transit	15.33170033			0	2.654			0	7.53000			0	821			0	1910.7700000	102.0500000	-102.0500000
Kepler-1925 b	Kepler-1925	1	1	Transit	46.71640015			0	3.002			0	9.28000			0	531			0	1771.3100000	81.0000000	-74.3400000
Kepler-1926 b	Kepler-1926	1	1	Transit	42.87770081			0	2.315			0	5.97000			0	451			0	667.4050000	27.7450000	-25.6500000
Kepler-1927 b	Kepler-1927	1	1	Transit	73.75039673			0	3.406			0	11.50000			0	677			0	1091.0000000	24.7200000	-23.6700000
Kepler-1928 b	Kepler-1928	1	1	Transit	19.57783000	0.00002200	-0.00002100	0	1.992	0.133	-0.078	0	4.63000			0	621			0	326.3620000	2.4730000	-2.4370000
Kepler-1929 b	Kepler-1929	1	1	Transit	59.36249924			0	3.073			0	9.65000			0	566			0	508.2010000	5.5990000	-5.4800000
Kepler-193 b	Kepler-193	1	2	Transit	11.38848000	0.00005400	-0.00005400	0	2.390	1.080	-1.080	0	6.30000			0	979			0	1009.1000000	22.9000000	-21.9290000
Kepler-193 c	Kepler-193	1	2	Transit	50.69749400	0.00044600	-0.00044600	0	2.750	1.240	-1.240	0	8.00000			0	595			0	1009.1000000	22.9000000	-21.9290000
Kepler-1930 b	Kepler-1930	1	1	Transit	13.02680016			0	1.530			0	2.95000			0	643			0	275.6940000	1.1660000	-1.1560000
Kepler-1931 b	Kepler-1931	1	1	Transit	38.57609940			0	2.653			0	7.53000			0	619			0	620.0910000	9.0120000	-8.7630000
Kepler-1932 b	Kepler-1932	1	1	Transit	0.52417702			0	1.515			0	2.91000			0	1891			0	713.7330000	13.1780000	-12.7170000
Kepler-1933 b	Kepler-1933	1	1	Transit	4.94329023			0	1.180			0	1.76000			0	1058			0	328.0070000	2.2260000	-2.1970000
Kepler-1934 b	Kepler-1934	1	1	Transit	1.41975999			0	0.913			0	0.70200			0	1700			0	428.5140000	4.3400000	-4.2550000
Kepler-1935 b	Kepler-1935	1	1	Transit	3.95140004			0	2.503			0	6.82000			0	1083			0	904.7020000	14.7640000	-14.3050000
Kepler-1936 b	Kepler-1936	1	1	Transit	126.55699920			0	3.166			0	10.20000			0	524			0	871.0960000	11.4100000	-11.1240000
Kepler-1937 b	Kepler-1937	1	1	Transit	9.68859959			0	3.023			0	9.39000			0	1014			0	905.0690000	16.1010000	-15.5580000
Kepler-1938 b	Kepler-1938	1	1	Transit	13.06260014			0	1.828			0	4.00000			0	527			0	421.1520000	4.6390000	-4.5400000
Kepler-1939 b	Kepler-1939	1	1	Transit	2.79065990			0	1.165			0	1.68000			0	816			0	189.8330000	0.4950000	-0.4920000
Kepler-194 b	Kepler-194	1	3	Transit	2.09228100	0.00000800	-0.00000800	0	1.510	0.790	-0.790	0	2.89000			0	1648			0	1097.9700000	28.7700000	-27.3700000
Kepler-194 c	Kepler-194	1	3	Transit	17.30803200	0.00007900	-0.00007900	0	2.590	1.360	-1.360	0	7.22000			0	815			0	1097.9700000	28.7700000	-27.3700000
Kepler-194 d	Kepler-194	1	3	Transit	52.81497300	0.00048100	-0.00048100	0	2.400	1.260	-1.260	0	6.35000			0	562			0	1097.9700000	28.7700000	-27.3700000
Kepler-1940 b	Kepler-1940	1	1	Transit	4.95061016			0	1.547			0	3.01000			0	885			0	798.5950000	15.7830000	-15.1940000
Kepler-1941 b	Kepler-1941	1	1	Transit	31.33510017			0	2.650			0	7.51000			0	666			0	1494.3900000	47.2300000	-44.4700000
Kepler-1942 b	Kepler-1942	1	1	Transit	4.62604999			0	2.117			0	5.13000			0	1012			0	842.4920000	20.9310000	-19.9580000
Kepler-1943 b	Kepler-1943	1	1	Transit	4.85018015			0	1.549			0	3.02000			0	1098			0	1004.5500000	17.1385000	-17.1385000
Kepler-1944 b	Kepler-1944	1	1	Transit	9.84257984			0	2.760			0	8.05000			0	801			0	1076.4800000	35.4000000	-33.2500000
Kepler-1945 b	Kepler-1945	1	1	Transit	6.08003998			0	1.289			0	2.21000			0	808			0			
Kepler-1946 b	Kepler-1946	1	1	Transit	3.03519011			0	2.488			0	6.75000			0	1143			0	1002.1200000	41.1300000	-38.0670000
Kepler-1947 b	Kepler-1947	1	1	Transit	6.96363020			0	1.010			0	1.01000			0	1298			0	468.7710000	4.7450000	-4.6520000
Kepler-1948 b	Kepler-1948	1	1	Transit	15.57129955			0	1.033			0	1.09000			0	399			0	193.9030000	1.4450000	-1.4240000
Kepler-1949 b	Kepler-1949	1	1	Transit	2.20828009			0	2.220			0	5.56000			0	1709			0	2617.3500000	178.5750000	-178.5750000
Kepler-195 b	Kepler-195	1	2	Transit	8.30787200	0.00002000	-0.00002000	0	2.030	0.740	-0.740	0	4.78000			0	751			0	652.0510000	8.9000000	-8.6680000
Kepler-195 c	Kepler-195	1	2	Transit	34.09686300	0.00037100	-0.00037100	0	1.550	0.570	-0.570	0	3.02000			0	469			0	652.0510000	8.9000000	-8.6680000
Kepler-1950 b	Kepler-1950	1	1	Transit	10.77690029			0	1.527			0	2.95000			0	752			0	697.2530000	12.4975000	-12.4975000
Kepler-1951 b	Kepler-1951	1	1	Transit	20.65780067			0	2.321			0	6.00000			0	728			0	1277.3200000	27.4100000	-26.3000000
Kepler-1952 b	Kepler-1952	1	1	Transit	27.21080017			0	1.239			0	2.07000			0	725			0	852.0620000		
Kepler-1953 b	Kepler-1953	1	1	Transit	6.24565983			0	1.286			0	2.20000			0	731			0	605.6310000	9.9290000	-9.6190000
Kepler-1954 b	Kepler-1954	1	1	Transit	5.88343000			0	1.802			0	3.90000			0	949			0	1373.8300000	68.2600000	-62.1900000
Kepler-1955 b	Kepler-1955	1	1	Transit	14.26519966			0	1.167			0	1.69000			0	853			0	449.3510000	5.6680000	-5.5300000
Kepler-1956 b	Kepler-1956	1	1	Transit	5.94371986			0	1.089			0	1.32000			0	674			0	360.4680000	3.7710000	-3.6950000
Kepler-1957 b	Kepler-1957	1	1	Transit	2.18662000			0	0.944			0	0.79000			0	1099			0	460.8990000	4.3820000	-4.3820000
Kepler-1958 b	Kepler-1958	1	1	Transit	9.32861996			0	2.051			0	4.86000			0	806			0	1320.3800000	49.9100000	-46.4600000
Kepler-1959 b	Kepler-1959	1	1	Transit	6.38669014			0	1.143			0	1.57000			0	811			0	479.2630000	5.5590000	-5.4350000
Kepler-196 b	Kepler-196	1	3	Transit	20.73988600	0.00006600	-0.00006600	0	1.900	0.150	-0.150	0	4.27000			0	536			0	451.3120000	3.1570000	-3.1150000
Kepler-196 c	Kepler-196	1	3	Transit	47.42773700	0.00022300	-0.00022300	0	2.240	0.170	-0.170	0	5.65000			0	407			0	451.3120000	3.1570000	-3.1150000
Kepler-196 d	Kepler-196	1	3	Transit	122.08000180			0	2.661			0	7.56000			0	297			0	451.3120000	3.1570000	-3.1150000
Kepler-1960 b	Kepler-1960	1	1	Transit	2.29794002			0	1.307			0	2.26000			0	1547			0	1527.5600000	53.8650000	-53.8650000
Kepler-1961 b	Kepler-1961	1	1	Transit	5.60471010			0	1.619			0	3.25000			0	866			0	1042.4500000	37.4000000	-34.9300000
Kepler-1962 b	Kepler-1962	1	1	Transit	7.99145985			0	1.215			0	1.95000			0	901			0	866.8260000	19.0030000	-18.2190000
Kepler-1963 b	Kepler-1963	1	1	Transit	1.96226001			0	0.744			0	0.33700			0	1448			0	492.8470000	3.2970000	-3.2550000
Kepler-1964 b	Kepler-1964	1	1	Transit	2.44082999			0	1.781			0	3.83000			0	986			0			
Kepler-1965 b	Kepler-1965	1	1	Transit	41.86869812			0	1.354			0	2.40000			0	492			0	521.7910000	4.5630000	-4.5630000
Kepler-1966 b	Kepler-1966	1	1	Transit	8.61742973			0	1.105			0	1.39000			0	733			0	484.6010000	14.3650000	-14.3650000
Kepler-1967 b	Kepler-1967	1	1	Transit	7.28169012			0	0.730			0	0.31500			0	1086			0	249.1020000	0.8740000	-0.8680000
