# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 16:40:09 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_trandur:     Transit Duration [hours]
#
pl_name,pl_orbper,pl_rade,pl_trandur
Kepler-122 d,21.58747500,2.200,4.6830000
Kepler-122 e,37.99327300,2.600,7.1550000
Kepler-122 f,56.26800000,1.750,
Kepler-1220 b,7.42693741,1.520,2.8480000
Kepler-1221 b,12.00096042,1.880,3.4330000
Kepler-1222 b,1.91694425,0.790,1.4629000
Kepler-1223 b,16.30125900,1.220,3.9840000
Kepler-1224 b,13.32351601,1.330,3.9270000
Kepler-1225 b,7.01075434,1.820,2.1522000
Kepler-1226 b,17.29234530,1.450,6.7240000
Kepler-1227 b,94.28875770,2.290,4.1440000
Kepler-1228 b,0.57736958,1.540,1.0963000
Kepler-1229 b,86.82898900,1.400,6.0010000
Kepler-123 b,17.23236600,2.940,4.5660000
Kepler-123 c,26.69507400,1.480,4.5290000
Kepler-1230 b,9.95661537,2.710,2.8700000
Kepler-1231 b,10.41725184,1.420,4.1870000
Kepler-1232 b,26.78391830,1.930,4.5170000
Kepler-1233 b,45.12630420,2.600,6.6310000
Kepler-1234 b,11.94014029,2.810,3.4720000
Kepler-1235 b,4.16055856,0.790,2.6150000
Kepler-1236 b,31.05716180,2.140,3.4010000
Kepler-1237 b,84.57332260,2.860,5.7150000
Kepler-1238 b,4.14787559,1.930,3.6740000
Kepler-1239 b,5.19104016,2.900,4.2680000
Kepler-124 b,3.41049300,0.730,2.3890000
Kepler-124 c,13.82137500,1.750,3.5520000
Kepler-124 d,30.95085100,1.110,4.1960000
Kepler-1240 b,4.86638150,1.150,2.2310000
Kepler-1241 b,18.55257010,2.630,4.2010000
Kepler-1242 b,13.62798432,2.260,3.0471000
Kepler-1243 b,16.83207290,1.750,3.9230000
Kepler-1244 b,3.70428172,1.350,3.2810000
Kepler-1245 b,4.35409304,1.440,2.3130000
Kepler-1245 c,2.93658468,1.440,1.8519000
Kepler-1246 b,11.32271513,1.360,3.0270000
Kepler-1247 b,13.71220213,2.330,2.4927000
Kepler-1248 b,7.46725407,1.180,3.7130000
Kepler-1249 b,24.33471270,2.380,6.6300000
Kepler-125 b,4.16438900,2.370,1.7980000
Kepler-125 c,5.77446400,0.740,1.8780000
Kepler-1250 b,2.60754383,1.920,1.4646000
Kepler-1251 b,45.09046430,1.840,3.9050000
Kepler-1252 b,15.05403290,1.670,4.2750000
Kepler-1253 b,68.88619150,1.330,5.9500000
Kepler-1254 b,9.99113313,1.550,2.6450000
Kepler-1254 c,3.60084276,1.300,1.9810000
Kepler-1254 d,5.72717226,1.310,2.1770000
Kepler-1255 b,36.29193360,2.320,8.1810000
Kepler-1256 b,12.41277540,1.490,4.3690000
Kepler-1257 b,2.66831376,1.520,2.3659000
Kepler-1258 b,0.98494017,0.860,1.9543000
Kepler-1259 b,0.66308526,1.430,1.0691000
Kepler-126 b,10.49571100,1.520,4.8150000
Kepler-126 c,21.86974100,1.580,5.4790000
Kepler-126 d,100.28313400,2.500,10.8410000
Kepler-1260 b,19.11877530,1.770,6.8730000
Kepler-1261 b,48.43089910,2.260,3.7550000
Kepler-1262 b,8.67900242,1.820,2.8350000
Kepler-1263 b,4.55139967,1.140,2.4910000
Kepler-1264 b,0.96852602,1.180,1.2904000
Kepler-1265 b,6.49441289,1.350,2.2430000
Kepler-1266 b,28.47474800,2.580,4.8090000
Kepler-1266 c,4.86631012,1.680,
Kepler-1267 b,13.03139450,3.010,4.2520000
Kepler-1268 b,40.99039860,2.030,7.2610000
Kepler-1269 b,37.33315360,1.630,7.2940000
Kepler-127 b,14.43588900,1.400,3.4350000
Kepler-127 c,29.39319500,2.660,7.1040000
Kepler-127 d,48.63040800,2.640,7.0180000
Kepler-1270 b,6.03356196,3.320,10.2640000
Kepler-1271 b,3.02559550,1.480,2.9592000
Kepler-1272 b,51.13097040,2.370,5.9950000
Kepler-1273 b,28.62565300,2.490,4.6010000
Kepler-1274 b,6.98152703,1.420,5.8960000
Kepler-1275 b,3.65691115,1.480,2.1140000
Kepler-1276 b,12.57200950,1.190,4.7170000
Kepler-1277 b,40.83650120,1.600,4.9440000
Kepler-1278 b,3.23941344,1.010,2.6540000
Kepler-1279 b,23.47741010,1.750,7.2710000
Kepler-128 b,15.00000000,1.421,
Kepler-128 c,22.80000000,1.521,
Kepler-1280 b,66.55790570,1.870,10.3990000
Kepler-1281 b,3.11602791,1.640,1.9090000
Kepler-1282 b,2.13194651,1.550,1.8179000
Kepler-1283 b,12.94609780,1.910,9.5830000
Kepler-1284 b,0.66407381,1.210,1.1019000
Kepler-1285 b,14.79674580,0.970,5.6380000
Kepler-1286 b,11.25402929,2.150,4.6790000
Kepler-1287 b,11.47685909,1.540,2.7020000
Kepler-1288 b,2.76122421,1.120,3.6620000
Kepler-1289 b,7.99019627,1.520,3.2740000
Kepler-129 b,15.79000000,2.400,
Kepler-129 c,82.20000000,2.520,
Kepler-1290 b,4.69500134,1.420,2.9630000
Kepler-1291 b,8.63043276,1.660,3.1310000
Kepler-1292 b,3.27646405,1.820,2.2720000
Kepler-1293 b,5.57654784,0.970,3.7450000
Kepler-1294 b,115.68622580,3.190,4.6250000
Kepler-1295 b,3.81371974,1.550,2.0050000
Kepler-1296 b,8.38398650,0.910,4.9920000
Kepler-1297 b,1.68189002,0.970,3.0000000
Kepler-1298 b,7.12811928,1.310,5.6140000
Kepler-1299 b,19.94008740,2.980,4.2630000
Kepler-130 b,8.45745800,1.020,3.2480000
Kepler-130 c,27.50868000,2.900,
Kepler-130 d,87.51790500,1.640,1.8240000
Kepler-1300 b,22.24190920,1.370,7.2550000
Kepler-1301 b,9.08237046,1.400,2.0250000
Kepler-1302 b,8.83922659,1.430,1.8030000
Kepler-1303 b,7.56127224,1.420,2.9380000
Kepler-1304 b,16.12888530,2.290,5.9380000
Kepler-1305 b,13.56309720,1.880,5.6320000
Kepler-1306 b,16.29595382,1.910,2.1290000
Kepler-1307 b,18.01621096,2.470,3.9960000
Kepler-1308 b,2.10433812,0.520,1.1028000
Kepler-1309 b,28.84326470,2.370,3.1000000
Kepler-131 b,16.09200000,2.410,
Kepler-131 c,25.51690000,0.840,
Kepler-1310 b,0.67933627,1.440,1.1783000
Kepler-1311 b,11.17269940,1.240,6.0070000
Kepler-1311 c,2.53573424,1.220,3.9410000
Kepler-1311 d,197.51100160,9.658,
Kepler-1312 b,5.44832529,2.100,2.2251000
Kepler-1312 c,1.11611998,1.027,
Kepler-1313 b,3.83309118,1.760,1.3720000
Kepler-1314 b,5.42474928,5.110,1.1431000
Kepler-1315 b,0.84338011,1.380,1.4362000
Kepler-1315 c,6.56606007,1.844,
Kepler-1316 b,87.97321360,3.540,14.6900000
Kepler-1317 b,0.56887443,1.560,1.2152000
Kepler-1318 b,213.25766300,3.110,7.7750000
Kepler-1319 b,2.88676265,1.340,0.8850000
Kepler-132 b,6.17819600,1.210,3.2640000
Kepler-132 c,6.41491400,1.280,3.3000000
Kepler-132 d,18.01019900,1.550,2.9100000
Kepler-132 e,110.28693740,1.180,4.4420000
Kepler-1320 b,0.86838653,1.700,1.0575000
Kepler-1321 b,11.12830484,4.920,2.7717000
Kepler-1321 c,2.22649109,2.400,1.7225000
Kepler-1321 d,5.72092009,2.628,
Kepler-1322 b,0.96286738,1.610,1.6247000
Kepler-1322 c,6.45998001,2.155,
Kepler-1323 b,0.92990668,1.520,1.7428000
Kepler-1324 b,4.11584468,1.510,1.3850000
Kepler-1325 b,33.87868380,2.860,5.8110000
Kepler-1326 b,42.35142670,4.180,7.6356000
Kepler-1327 b,14.88801098,1.800,5.0620000
Kepler-1328 b,4.52158888,0.980,3.4897000
Kepler-1329 b,9.33646594,2.170,2.2637000
Kepler-133 b,8.12997600,1.760,2.0710000
Kepler-133 c,31.51758600,2.840,7.7650000
Kepler-1330 b,10.10769068,1.650,3.6570000
Kepler-1331 b,0.78916165,1.050,0.9052000
Kepler-1332 b,11.87456832,1.370,1.9902000
Kepler-1333 b,109.64718420,2.810,6.2480000
Kepler-1334 b,15.64591713,2.290,4.0120000
Kepler-1335 b,6.26406846,1.450,2.4420000
Kepler-1336 b,23.19868100,1.980,9.7290000
Kepler-1336 c,5.77721211,1.710,2.4230000
Kepler-1337 b,24.40025490,2.410,2.8750000
Kepler-1338 b,0.93511806,0.920,1.5420000
Kepler-1339 b,1.34155513,0.710,1.7009000
Kepler-134 b,5.31742900,2.000,2.9010000
Kepler-134 c,10.10578500,1.260,2.0590000
Kepler-1340 b,0.66502692,1.550,1.7384000
Kepler-1341 b,132.99683220,2.990,7.4690000
Kepler-1342 b,2.21571036,1.660,1.8915000
Kepler-1343 b,3.35183158,1.930,1.9405000
Kepler-1344 b,4.76830490,1.840,3.2517000
Kepler-1345 b,44.61695570,2.360,7.6320000
Kepler-1346 b,3.40165668,1.580,1.7944000
Kepler-1347 b,14.00947528,1.030,3.4050000
Kepler-1348 b,27.57227420,1.940,5.2920000
Kepler-1349 b,2.12823928,0.700,3.3050000
Kepler-135 b,6.00253000,1.810,3.9520000
Kepler-135 c,11.44870800,1.160,5.0470000
Kepler-1350 b,4.49686040,2.520,1.7864000
Kepler-1350 c,1.76678906,1.730,1.3395000
Kepler-1351 b,0.91614077,0.650,1.1495000
Kepler-1352 b,1.87788275,0.890,2.3270000
Kepler-1353 b,24.75439660,1.800,3.5320000
Kepler-1354 b,76.61337700,2.970,9.7620000
Kepler-1355 b,1.28958811,1.460,1.4219000
Kepler-1356 b,0.63400294,1.530,0.9237000
Kepler-1357 b,3.00913240,1.280,2.2690000
Kepler-1358 b,7.06317341,1.120,2.2610000
Kepler-1359 b,59.49709520,2.830,5.6020000
Kepler-136 b,11.57890000,2.050,2.8550000
Kepler-136 c,16.39923500,1.990,3.5020000
Kepler-1360 b,40.52864130,3.400,10.5260000
Kepler-1361 b,3.57554956,0.860,2.4630000
Kepler-1362 b,136.20562600,2.600,5.4910000
Kepler-1363 b,2.94194094,1.250,2.0333000
Kepler-1364 b,13.32196237,2.150,6.2300000
Kepler-1365 b,7.69993485,0.920,4.3900000
Kepler-1365 c,4.77468005,0.800,3.8090000
Kepler-1366 b,2.16457097,1.430,1.3848000
Kepler-1367 b,1.57409027,0.920,1.5994000
Kepler-1368 b,0.67564949,1.650,1.9035000
Kepler-1369 b,25.87314800,2.690,5.4510000
Kepler-137 b,8.43638700,1.470,3.2170000
Kepler-137 c,18.73575300,1.880,3.0050000
Kepler-1370 b,20.26416840,1.840,4.2850000
Kepler-1370 c,7.44142113,1.270,4.7310000
Kepler-1371 b,3.44620390,0.730,2.0010000
Kepler-1371 c,2.00541269,0.640,1.7980000
Kepler-1372 b,1.31155557,1.270,2.0250000
Kepler-1373 b,1.29123275,1.160,1.8760000
Kepler-1374 b,10.65276707,2.290,2.7110000
Kepler-1375 b,3.30041920,1.740,4.4980000
Kepler-1376 b,5.30880656,1.050,3.0180000
Kepler-1377 b,0.74092842,1.250,1.1202000
Kepler-1378 b,11.95398936,2.200,2.6440000
Kepler-1379 b,0.88184115,1.300,1.3051000
Kepler-138 b,10.31340000,0.640,
Kepler-138 c,13.78150000,1.510,
Kepler-138 d,23.09230000,1.510,
Kepler-1380 b,10.31082450,1.430,5.6430000
Kepler-1381 b,25.38426860,2.250,3.6380000
Kepler-1382 b,16.35830550,1.880,9.5730000
Kepler-1383 b,13.90935830,1.410,6.6320000
Kepler-1384 b,15.36262753,1.940,3.6570000
Kepler-1385 b,2.88879862,0.850,2.9810000
Kepler-1386 b,6.73972381,1.240,4.1060000
Kepler-1387 b,2.27952666,0.930,1.5920000
Kepler-1388 b,12.28546030,2.590,3.0370000
Kepler-1388 c,5.53608151,2.260,2.1817000
Kepler-1388 d,20.95681580,2.860,3.5580000
Kepler-1388 e,37.63270840,2.460,4.5470000
Kepler-1389 b,99.25309510,1.770,6.0060000
Kepler-139 b,15.77104400,2.940,5.0680000
Kepler-139 c,157.07287800,3.380,8.5170000
Kepler-139 d,7.30569992,1.695,
Kepler-1390 b,6.48021673,1.180,3.2110000
Kepler-1391 b,54.40923330,1.680,9.5110000
Kepler-1392 b,15.14103970,1.960,4.2760000
Kepler-1393 b,2.44357812,0.800,1.8220000
Kepler-1394 b,3.93766373,1.390,4.9160000
Kepler-1395 b,3.78470649,0.800,3.1080000
Kepler-1396 b,18.22064210,2.070,5.3130000
Kepler-1397 b,47.44995500,1.720,10.7470000
Kepler-1398 b,2.78815679,0.900,3.3260000
Kepler-1398 c,4.13827595,1.030,3.4490000
Kepler-1399 b,1.63865306,1.250,1.9480000
Kepler-14 b,6.79012300,12.733,6.2184000
Kepler-140 b,3.25427000,1.610,2.9780000
Kepler-140 c,91.35328200,1.800,7.9190000
Kepler-1400 b,9.06689421,1.620,2.9570000
Kepler-1401 b,11.20066445,1.680,3.7860000
Kepler-1402 b,2.03387914,0.760,3.2010000
Kepler-1403 b,5.19492202,2.140,3.1480000
Kepler-1404 b,15.93147390,2.010,2.7100000
Kepler-1405 b,28.22741840,3.960,5.6480000
Kepler-1406 b,11.62905828,1.100,2.8460000
Kepler-1407 b,20.07115040,2.250,6.1370000
Kepler-1408 b,2.99793191,0.890,4.3920000
Kepler-1409 b,0.76486493,1.040,1.1779000
Kepler-141 b,3.10767500,0.690,2.2180000
Kepler-141 c,7.01060600,1.410,2.9860000
Kepler-1410 b,60.86616800,1.780,4.4200000
Kepler-1411 b,86.11508880,2.820,6.1300000
Kepler-1412 b,3.61460510,0.830,3.1880000
Kepler-1413 b,13.18296420,1.820,3.6360000
Kepler-1414 b,3.51576315,1.230,1.3640000
Kepler-1415 b,0.63642408,1.290,1.0604000
Kepler-1416 b,1.49514952,0.880,3.1100000
Kepler-1417 b,20.35052130,1.000,7.3160000
Kepler-1418 b,22.47644250,1.660,3.5600000
Kepler-1419 b,42.52158950,2.860,5.7980000
Kepler-142 b,2.02415200,1.990,2.4890000
Kepler-142 c,4.76170200,2.860,3.3030000
Kepler-142 d,41.80911800,2.160,8.6870000
Kepler-1420 b,6.69960006,1.280,2.7040000
Kepler-1421 b,6.91311120,0.930,4.7680000
Kepler-1422 b,18.60519420,2.020,7.1800000
Kepler-1423 b,23.95537800,1.060,3.1850000
Kepler-1424 b,29.60917440,1.160,5.4710000
Kepler-1425 b,14.45413020,0.940,7.0950000
Kepler-1426 b,14.25632270,1.560,4.3890000
Kepler-1427 b,0.96897238,1.100,1.6220000
Kepler-1428 b,10.67607169,1.640,4.5490000
Kepler-1429 b,4.48487493,1.290,2.5800000
Kepler-143 b,16.00758300,2.410,1.1330000
Kepler-143 c,27.08251100,3.370,5.1030000
Kepler-1430 b,2.46050993,1.180,2.0030000
Kepler-1431 b,5.86601526,1.470,3.9780000
Kepler-1432 b,23.91090110,2.220,5.0550000
Kepler-1433 b,4.13592271,1.560,2.7890000
Kepler-1434 b,8.05333618,1.110,5.2770000
Kepler-1435 b,4.45343281,0.860,3.7960000
Kepler-1436 b,9.70571600,1.310,6.9220000
Kepler-1437 b,10.92954610,1.370,6.0620000
Kepler-1438 b,2.31942009,0.940,1.6120000
Kepler-1439 b,8.07392849,1.460,2.2170000
Kepler-144 b,5.88527300,1.330,1.8730000
Kepler-144 c,10.10466500,1.350,2.2780000
Kepler-1440 b,39.85948400,1.260,8.0600000
Kepler-1441 b,39.44198390,1.310,7.2850000
Kepler-1442 b,81.41629410,3.930,12.1444000
Kepler-1443 b,2.41811321,0.970,2.1940000
Kepler-1444 b,33.42035034,2.180,5.0911000
Kepler-1445 b,10.60052251,0.960,4.4840000
Kepler-1446 b,0.68996783,0.820,1.2135000
Kepler-1447 b,56.67472850,2.900,5.4220000
Kepler-1448 b,12.27065865,1.610,3.1060000
Kepler-1449 b,13.22745280,1.680,6.1040000
Kepler-145 b,22.95100000,2.650,
Kepler-145 c,42.88200000,4.320,
Kepler-1450 b,54.50941660,1.710,4.2220000
Kepler-1451 b,35.62223300,3.350,5.1460000
Kepler-1452 b,42.91375100,2.700,5.1210000
Kepler-1453 b,47.16116960,2.670,4.0590000
Kepler-1454 b,47.03194790,1.880,5.9060000
Kepler-1455 b,49.27676400,2.160,3.6960000
Kepler-1456 b,18.13738290,1.140,3.5500000
Kepler-1457 b,51.11102430,1.990,7.9870000
Kepler-1458 b,47.98727640,2.760,4.7560000
Kepler-1459 b,62.86916110,1.360,5.7780000
Kepler-146 b,31.15879900,3.710,5.1890000
Kepler-146 c,76.73217100,3.130,6.2160000
Kepler-1460 b,29.96332470,1.960,2.6320000
Kepler-1461 b,29.34947750,2.030,4.2070000
Kepler-1462 b,65.64883410,3.820,7.4310000
Kepler-1463 b,25.15864000,1.860,5.1800000
Kepler-1464 b,31.77859010,1.660,8.0560000
Kepler-1464 c,5.32786292,1.000,4.6780000
Kepler-1465 b,31.82771110,1.770,1.5840000
Kepler-1466 b,31.17504480,1.550,3.9680000
Kepler-1467 b,47.05690430,3.300,5.2722000
Kepler-1468 b,8.23984869,1.730,5.6170000
Kepler-1468 c,3.54553021,1.150,4.1700000
Kepler-1468 d,19.59059906,3.332,
Kepler-1469 b,21.86353010,2.800,3.5820000
Kepler-147 b,12.61058400,1.530,4.4480000
Kepler-147 c,33.41642300,2.430,7.2930000
Kepler-1470 b,16.29509030,1.070,3.6440000
Kepler-1471 b,3.63899398,1.410,2.2130000
Kepler-1471 c,11.60448810,1.880,3.4090000
Kepler-1472 b,38.13128310,1.900,6.3450000
Kepler-1473 b,14.42735510,1.190,3.8900000
Kepler-1474 b,36.43334520,2.160,4.2130000
Kepler-1475 b,82.17737400,2.920,9.1650000
Kepler-1476 b,10.35863224,1.670,2.5740000
Kepler-1477 b,11.55530021,1.180,2.7990000
Kepler-1478 b,26.08405940,1.730,6.7250000
Kepler-1479 b,14.53261362,1.830,2.4079000
Kepler-148 b,1.72936600,1.800,1.7570000
Kepler-148 c,4.18004300,3.600,2.4820000
Kepler-148 d,51.84688575,8.680,4.7788000
Kepler-1480 b,22.12679948,1.670,3.6860000
Kepler-1481 b,5.94220998,1.230,2.2737000
Kepler-1482 b,12.25383217,1.010,2.2130000
Kepler-1483 b,9.50851560,1.520,4.3810000
Kepler-1484 b,30.45491360,2.110,6.1430000
Kepler-1485 b,19.91577250,1.470,6.1540000
Kepler-1486 b,54.64957590,2.320,8.4050000
Kepler-1487 b,7.31946363,2.130,4.8390000
Kepler-1487 c,35.80071120,7.970,8.2190000
Kepler-1488 b,39.81899320,1.860,10.7980000
Kepler-1488 c,6.15826988,1.652,
Kepler-1489 b,82.29475100,1.770,7.0090000
Kepler-149 b,29.19894300,4.210,5.0740000
Kepler-149 c,55.32832800,1.610,6.9480000
Kepler-149 d,160.01803200,3.960,5.1500000
Kepler-1490 b,92.43629730,3.040,5.7090000
Kepler-1491 b,16.58617620,1.510,6.8990000
Kepler-1491 c,61.56976500,2.440,9.7500000
Kepler-1492 b,16.75255007,1.490,3.1840000
Kepler-1493 b,15.02179830,1.410,4.5570000
Kepler-1494 b,91.08048200,3.070,9.6500000
Kepler-1495 b,85.27325600,2.940,9.4620000
Kepler-1496 b,64.65880170,2.220,7.5490000
Kepler-1497 b,8.74199772,1.660,4.2970000
Kepler-1498 b,48.05140500,1.330,7.6380000
Kepler-1499 b,44.20080000,1.190,4.6780000
Kepler-15 b,4.94278200,10.760,3.5000000
Kepler-150 b,3.42805400,1.250,2.3090000
Kepler-150 c,7.38199800,3.690,3.1240000
Kepler-150 d,12.56093000,2.790,3.7640000
Kepler-150 e,30.82655700,3.120,5.4550000
Kepler-150 f,637.20930000,3.640,13.4100000
Kepler-1500 b,15.03301050,1.200,5.4160000
Kepler-1501 b,14.55645330,1.560,4.5700000
Kepler-1502 b,41.70836290,3.180,8.4010000
Kepler-1503 b,96.16987000,2.270,7.4710000
Kepler-1504 b,82.30400300,2.130,13.8430000
Kepler-1505 b,30.86093660,0.930,4.1090000
Kepler-1506 b,14.03291540,1.320,6.8440000
Kepler-1507 b,16.05062130,0.840,2.9390000
Kepler-1508 b,20.70565040,1.330,9.0290000
Kepler-1509 b,25.43381970,1.850,6.4240000
Kepler-151 b,15.22895800,3.060,2.6450000
Kepler-151 c,24.67461200,2.090,3.0140000
Kepler-1510 b,84.70392100,3.360,10.4470000
Kepler-1511 b,23.23827920,1.680,8.1910000
Kepler-1512 b,20.35972599,1.180,1.9164000
Kepler-1513 b,160.88420000,8.594,
Kepler-1513 c,841.40000000,,
Kepler-1514 b,217.83184000,12.420,21.3268800
Kepler-1514 c,10.51418100,1.176,3.7608000
Kepler-1515 b,214.31141640,9.550,16.1734000
Kepler-1516 b,7.25931979,1.750,6.1980000
Kepler-1517 b,5.54608367,9.760,2.3929000
Kepler-1518 b,5.11177904,3.050,2.9600000
Kepler-1518 c,9.63102580,2.900,5.2550000
Kepler-1519 b,240.79893970,7.060,16.4420000
Kepler-152 b,18.20797300,2.790,3.7560000
Kepler-152 c,88.25505500,2.390,4.0360000
Kepler-1520 b,0.65355357,5.770,1.5399000
Kepler-1521 b,47.14840805,2.500,3.0668000
Kepler-1522 b,1.84788917,1.730,1.8934000
Kepler-1523 b,0.93875077,1.580,1.3901000
Kepler-1524 b,70.96746030,3.540,6.8992000
Kepler-1525 b,2.41660118,0.910,1.9656000
Kepler-1526 b,3.90863200,2.430,1.8427000
Kepler-1527 b,160.12991800,4.770,13.1760000
Kepler-1528 b,1.79111021,1.460,2.0980000
Kepler-1529 b,5.33905686,2.100,1.6507000
Kepler-153 b,18.87022700,2.920,3.0750000
Kepler-153 c,46.90232000,2.530,3.8260000
Kepler-1530 b,2.59044340,1.640,2.1618000
Kepler-1530 c,5.32274060,1.650,2.5710000
Kepler-1530 d,9.20761013,3.279,
Kepler-1531 b,1.13854338,1.110,2.0922000
Kepler-1532 b,1.09366356,1.350,1.4839000
Kepler-1533 b,308.54710000,3.460,18.4640000
Kepler-1534 b,5.71668872,1.890,1.9590000
Kepler-1535 b,138.94420000,2.550,10.4560000
Kepler-1536 b,364.75803100,3.140,13.0060000
Kepler-1537 b,1.44445380,1.180,0.9748000
Kepler-1538 b,175.13881900,2.820,10.6660000
Kepler-1539 b,133.30367410,2.700,7.4160000
Kepler-154 b,33.04053200,2.260,3.3550000
Kepler-154 c,62.30327600,2.950,7.5100000
Kepler-154 d,20.54981883,3.840,5.4586000
Kepler-154 e,3.93276465,1.500,2.9166000
Kepler-154 f,9.91935684,1.500,4.2400000
Kepler-1540 b,125.41311770,2.490,2.2134000
Kepler-1541 b,8.40691199,1.160,1.8785000
Kepler-1542 b,3.95116882,0.760,2.5916000
Kepler-1542 c,2.89223021,0.650,2.6070000
Kepler-1542 d,5.99273738,0.870,2.5486000
Kepler-1542 e,5.10115756,0.760,2.6150000
Kepler-1543 b,6.96710269,2.710,3.6430000
Kepler-1544 b,168.81117400,1.780,6.5000000
Kepler-1545 b,163.69234900,2.700,6.8560000
Kepler-1546 b,19.59749710,3.130,4.0690000
Kepler-1547 b,0.69297968,0.900,1.0820000
Kepler-1548 b,124.82867900,2.640,6.3340000
Kepler-1549 b,214.88654500,2.570,10.1100000
Kepler-155 b,5.93119400,2.090,2.3710000
Kepler-155 c,52.66179300,2.240,3.1880000
Kepler-1550 b,225.58280900,3.020,11.1810000
Kepler-1551 b,24.49736980,2.660,5.0810000
Kepler-1552 b,184.77185300,2.470,9.7060000
Kepler-1553 b,4.24261881,1.150,2.6580000
Kepler-1554 b,198.08877400,2.900,8.1210000
Kepler-1555 b,8.10501635,1.610,4.4430000
Kepler-1556 b,8.82713457,1.960,2.0860000
Kepler-1557 b,3.74032496,1.530,2.4390000
Kepler-1558 b,3.50470358,0.680,2.0100000
Kepler-1559 b,0.97191543,0.720,1.6290000
Kepler-156 b,4.97345600,2.300,1.5790000
Kepler-156 c,15.90680100,2.550,3.9840000
Kepler-1560 b,3.03195744,0.890,1.6570000
Kepler-1561 b,1.00520701,1.090,1.6200000
Kepler-1562 b,64.27377520,3.550,9.7560000
Kepler-1563 b,3.43276598,0.750,4.1560000
Kepler-1564 b,18.05403810,1.470,4.4090000
Kepler-1565 b,1.53818844,1.190,1.7022000
Kepler-1566 b,0.53991524,0.790,1.1390000
Kepler-1567 b,153.97957800,2.730,8.9940000
Kepler-1568 b,20.92539200,1.300,6.6170000
Kepler-1569 b,5.79180156,1.680,3.2730000
Kepler-157 b,1.73234200,1.320,2.1860000
Kepler-157 c,13.54050000,2.240,4.5140000
Kepler-157 d,7.02573474,1.460,2.1114000
Kepler-1570 b,26.54895500,1.070,7.9790000
Kepler-1571 b,3.38555488,1.520,1.9140000
Kepler-1572 b,5.49548621,0.940,2.5110000
Kepler-1573 b,2.61575540,1.200,2.6390000
Kepler-1574 b,6.94243340,1.290,3.3900000
Kepler-1575 b,2.55314213,1.310,1.8580000
Kepler-1576 b,6.98471973,1.040,2.7230000
Kepler-1577 b,6.30560247,1.130,2.4680000
Kepler-1578 b,1.45088691,1.040,1.7810000
Kepler-1579 b,0.84990789,0.840,1.0925000
Kepler-158 b,16.70918400,2.120,2.7650000
Kepler-158 c,28.55138300,1.900,4.2480000
Kepler-1580 b,56.64492790,2.110,15.0790000
Kepler-1581 b,6.28385491,0.800,4.1240000
Kepler-1582 b,4.83817712,1.490,1.2600000
Kepler-1583 b,9.32807355,0.600,3.9360000
Kepler-1584 b,13.39970990,1.610,3.5320000
Kepler-1585 b,3.58274630,1.790,1.5410000
Kepler-1586 b,15.60492120,1.520,4.5210000
Kepler-1587 b,9.40604670,1.330,5.1610000
Kepler-1588 b,7.84931739,0.760,3.7360000
Kepler-1589 b,0.99166527,1.090,2.3780000
Kepler-159 b,10.13962300,2.380,2.6920000
Kepler-159 c,43.59579200,3.410,5.1530000
Kepler-1590 b,7.61760804,1.140,3.4790000
Kepler-1591 b,8.18504949,1.270,4.2140000
Kepler-1592 b,3.05710069,1.540,3.5230000
Kepler-1593 b,174.50983500,3.170,7.0980000
Kepler-1594 b,2.71603809,1.060,1.8590000
Kepler-1595 b,4.56380468,1.230,2.3200000
Kepler-1596 b,66.37337900,1.900,11.1810000
Kepler-1597 b,2.94654179,1.060,3.2800000
Kepler-1598 b,4.34195123,0.950,2.6960000
Kepler-1599 b,122.36355300,1.620,9.3200000
Kepler-16 b,228.77600000,8.449,
Kepler-160 b,4.30939700,1.715,
Kepler-160 c,13.69942900,3.760,
Kepler-1600 b,386.37054800,3.130,10.9500000
Kepler-1600 c,7.29804993,1.942,
Kepler-1601 b,2.20921951,0.820,2.7300000
Kepler-1602 b,11.17931605,1.340,3.0430000
Kepler-1603 b,2.27163926,1.290,4.0430000
Kepler-1604 b,0.68368426,1.410,0.9993000
Kepler-1605 b,85.75654950,1.080,5.8020000
Kepler-1606 b,196.43522400,2.070,8.6020000
Kepler-1607 b,13.64736760,0.920,7.7690000
Kepler-1608 b,16.47356860,1.730,4.2310000
Kepler-1609 b,114.34219000,2.220,13.0010000
Kepler-161 b,4.92135500,2.120,1.8730000
Kepler-161 c,7.06424000,2.050,1.3510000
Kepler-1610 b,8.70181574,1.610,3.0190000
Kepler-1610 c,44.98518850,2.090,4.1640000
Kepler-1611 b,5.17624290,0.810,5.1500000
Kepler-1612 b,3.91795101,1.030,2.5860000
Kepler-1613 b,1.51842990,2.080,3.4140000
Kepler-1614 b,3.94661410,1.490,2.8360000
Kepler-1615 b,47.31261920,2.060,10.6520000
Kepler-1616 b,6.76284377,1.020,5.8720000
Kepler-1617 b,27.47855720,1.200,8.3050000
Kepler-1618 b,6.10826019,1.260,3.6490000
