# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 16:20:36 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_rade,pl_masse,pl_eqt,sy_dist
Kepler-142 b,Kepler-142,1,3,0,Transit,2.02415200,1.990,,,548.6860000
Kepler-142 c,Kepler-142,1,3,0,Transit,4.76170200,2.860,,,548.6860000
Kepler-142 d,Kepler-142,1,3,0,Transit,41.80911800,2.160,,,548.6860000
Kepler-1420 b,Kepler-1420,1,1,0,Transit,6.69960006,1.280,,,1054.3700000
Kepler-1421 b,Kepler-1421,1,1,0,Transit,6.91311120,0.930,,,783.4010000
Kepler-1422 b,Kepler-1422,1,1,0,Transit,18.60519420,2.020,,,2465.8400000
Kepler-1423 b,Kepler-1423,1,1,0,Transit,23.95537800,1.060,,,
Kepler-1424 b,Kepler-1424,1,1,0,Transit,29.60917440,1.160,,,661.4210000
Kepler-1425 b,Kepler-1425,1,1,0,Transit,14.45413020,0.940,,,863.8730000
Kepler-1426 b,Kepler-1426,1,1,0,Transit,14.25632270,1.560,,,1697.8100000
Kepler-1427 b,Kepler-1427,1,1,0,Transit,0.96897238,1.100,,,
Kepler-1428 b,Kepler-1428,1,1,0,Transit,10.67607169,1.640,,,1530.3200000
Kepler-1429 b,Kepler-1429,1,1,0,Transit,4.48487493,1.290,,,1214.0900000
Kepler-143 b,Kepler-143,1,2,0,Transit,16.00758300,2.410,,,809.4670000
Kepler-143 c,Kepler-143,1,2,0,Transit,27.08251100,3.370,,,809.4670000
Kepler-1430 b,Kepler-1430,1,1,0,Transit,2.46050993,1.180,,,875.5230000
Kepler-1431 b,Kepler-1431,1,1,0,Transit,5.86601526,1.470,,,1623.2400000
Kepler-1432 b,Kepler-1432,1,1,0,Transit,23.91090110,2.220,,,2171.8700000
Kepler-1433 b,Kepler-1433,1,1,0,Transit,4.13592271,1.560,,,
Kepler-1434 b,Kepler-1434,1,1,0,Transit,8.05333618,1.110,,,775.5290000
Kepler-1435 b,Kepler-1435,1,1,0,Transit,4.45343281,0.860,,,704.2110000
Kepler-1436 b,Kepler-1436,1,1,0,Transit,9.70571600,1.310,,,2530.6200000
Kepler-1437 b,Kepler-1437,1,1,0,Transit,10.92954610,1.370,,,2101.6900000
Kepler-1438 b,Kepler-1438,1,1,0,Transit,2.31942009,0.940,,,1154.1300000
Kepler-1439 b,Kepler-1439,1,1,0,Transit,8.07392849,1.460,,,225.3930000
Kepler-144 b,Kepler-144,1,2,0,Transit,5.88527300,1.330,,,384.9170000
Kepler-144 c,Kepler-144,1,2,0,Transit,10.10466500,1.350,,,384.9170000
Kepler-1440 b,Kepler-1440,1,1,0,Transit,39.85948400,1.260,,,1115.3500000
Kepler-1441 b,Kepler-1441,1,1,0,Transit,39.44198390,1.310,,,1110.4800000
Kepler-1442 b,Kepler-1442,1,1,0,Transit,81.41629410,3.930,,,608.6800000
Kepler-1443 b,Kepler-1443,1,1,0,Transit,2.41811321,0.970,,,593.6460000
Kepler-1444 b,Kepler-1444,1,1,0,Transit,33.42035034,2.180,,,319.6750000
Kepler-1445 b,Kepler-1445,1,1,0,Transit,10.60052251,0.960,,,506.3570000
Kepler-1446 b,Kepler-1446,1,1,0,Transit,0.68996783,0.820,,,152.0750000
Kepler-1447 b,Kepler-1447,1,1,0,Transit,56.67472850,2.900,,,890.2960000
Kepler-1448 b,Kepler-1448,1,1,0,Transit,12.27065865,1.610,,,768.9030000
Kepler-1449 b,Kepler-1449,1,1,0,Transit,13.22745280,1.680,,,2006.4800000
Kepler-145 b,Kepler-145,1,2,0,Transit,22.95100000,2.650,37.10000,,566.8500000
Kepler-145 c,Kepler-145,1,2,0,Transit,42.88200000,4.320,79.40000,,566.8500000
Kepler-1450 b,Kepler-1450,1,1,0,Transit,54.50941660,1.710,,,505.8290000
Kepler-1451 b,Kepler-1451,1,1,0,Transit,35.62223300,3.350,,,1058.7200000
Kepler-1452 b,Kepler-1452,1,1,0,Transit,42.91375100,2.700,,,996.3200000
Kepler-1453 b,Kepler-1453,1,1,0,Transit,47.16116960,2.670,,,1196.0400000
Kepler-1454 b,Kepler-1454,1,1,0,Transit,47.03194790,1.880,,,780.5660000
Kepler-1455 b,Kepler-1455,1,1,0,Transit,49.27676400,2.160,,,357.6210000
Kepler-1456 b,Kepler-1456,1,1,0,Transit,18.13738290,1.140,,,370.3120000
Kepler-1457 b,Kepler-1457,1,1,0,Transit,51.11102430,1.990,,,889.8850000
Kepler-1458 b,Kepler-1458,1,1,0,Transit,47.98727640,2.760,,,544.4500000
Kepler-1459 b,Kepler-1459,1,1,0,Transit,62.86916110,1.360,,,455.4790000
Kepler-146 b,Kepler-146,1,2,0,Transit,31.15879900,3.710,,,716.7970000
Kepler-146 c,Kepler-146,1,2,0,Transit,76.73217100,3.130,,,716.7970000
Kepler-1460 b,Kepler-1460,1,1,0,Transit,29.96332470,1.960,,,553.2180000
Kepler-1461 b,Kepler-1461,1,1,0,Transit,29.34947750,2.030,,,679.1060000
Kepler-1462 b,Kepler-1462,1,1,0,Transit,65.64883410,3.820,,,1017.8200000
Kepler-1463 b,Kepler-1463,1,1,0,Transit,25.15864000,1.860,,,1687.4700000
Kepler-1464 b,Kepler-1464,1,2,0,Transit,31.77859010,1.660,,,1151.7300000
Kepler-1464 c,Kepler-1464,1,2,0,Transit,5.32786292,1.000,,,1151.7300000
Kepler-1465 b,Kepler-1465,1,1,0,Transit,31.82771110,1.770,,,359.4970000
Kepler-1466 b,Kepler-1466,1,1,0,Transit,31.17504480,1.550,,,631.9490000
Kepler-1467 b,Kepler-1467,1,1,0,Transit,47.05690430,3.300,,,852.8880000
Kepler-1468 b,Kepler-1468,1,3,0,Transit,8.23984869,1.730,,,1899.2400000
Kepler-1468 c,Kepler-1468,1,3,0,Transit,3.54553021,1.150,,,1899.2400000
Kepler-1468 d,Kepler-1468,1,3,0,Transit,19.59059906,3.332,,,1899.2400000
Kepler-1469 b,Kepler-1469,1,1,0,Transit,21.86353010,2.800,,,1159.3000000
Kepler-147 b,Kepler-147,1,2,0,Transit,12.61058400,1.530,,,1042.0200000
Kepler-147 c,Kepler-147,1,2,0,Transit,33.41642300,2.430,,,1042.0200000
Kepler-1470 b,Kepler-1470,1,1,0,Transit,16.29509030,1.070,,,590.6010000
Kepler-1471 b,Kepler-1471,1,2,0,Transit,3.63899398,1.410,,,978.6780000
Kepler-1471 c,Kepler-1471,1,2,0,Transit,11.60448810,1.880,,841,978.6780000
Kepler-1472 b,Kepler-1472,1,1,0,Transit,38.13128310,1.900,,,1479.1400000
Kepler-1473 b,Kepler-1473,1,1,0,Transit,14.42735510,1.190,,,652.2530000
Kepler-1474 b,Kepler-1474,1,1,0,Transit,36.43334520,2.160,,,1180.9000000
Kepler-1475 b,Kepler-1475,1,1,0,Transit,82.17737400,2.920,,,1568.3800000
Kepler-1476 b,Kepler-1476,1,1,0,Transit,10.35863224,1.670,,,1002.7400000
Kepler-1477 b,Kepler-1477,1,1,0,Transit,11.55530021,1.180,,,680.8280000
Kepler-1478 b,Kepler-1478,1,1,0,Transit,26.08405940,1.730,,,1845.5800000
Kepler-1479 b,Kepler-1479,1,1,0,Transit,14.53261362,1.830,,,728.6680000
Kepler-148 b,Kepler-148,1,3,0,Transit,1.72936600,1.800,,,791.1630000
Kepler-148 c,Kepler-148,1,3,0,Transit,4.18004300,3.600,,,791.1630000
Kepler-148 d,Kepler-148,1,3,0,Transit,51.84688575,8.680,,,791.1630000
Kepler-1480 b,Kepler-1480,2,1,0,Transit,22.12679948,1.670,,,500.8920000
Kepler-1481 b,Kepler-1481,1,1,0,Transit,5.94220998,1.230,,,459.0760000
Kepler-1482 b,Kepler-1482,1,1,0,Transit,12.25383217,1.010,,,567.5560000
Kepler-1483 b,Kepler-1483,1,1,0,Transit,9.50851560,1.520,,,1273.7800000
Kepler-1484 b,Kepler-1484,1,1,0,Transit,30.45491360,2.110,,,2879.8300000
Kepler-1485 b,Kepler-1485,1,1,0,Transit,19.91577250,1.470,,,615.6600000
Kepler-1486 b,Kepler-1486,1,1,0,Transit,54.64957590,2.320,,,1769.1400000
Kepler-1487 b,Kepler-1487,1,2,0,Transit,7.31946363,2.130,,,1014.6200000
Kepler-1487 c,Kepler-1487,1,2,0,Transit,35.80071120,7.970,,991,1014.6200000
Kepler-1488 b,Kepler-1488,1,2,0,Transit,39.81899320,1.860,,,905.8250000
Kepler-1488 c,Kepler-1488,1,2,0,Transit,6.15826988,1.652,,,905.8250000
Kepler-1489 b,Kepler-1489,1,1,0,Transit,82.29475100,1.770,,,1283.0500000
Kepler-149 b,Kepler-149,1,3,0,Transit,29.19894300,4.210,,,571.0340000
Kepler-149 c,Kepler-149,1,3,0,Transit,55.32832800,1.610,,,571.0340000
Kepler-149 d,Kepler-149,1,3,0,Transit,160.01803200,3.960,,,571.0340000
Kepler-1490 b,Kepler-1490,1,1,0,Transit,92.43629730,3.040,,,862.9200000
Kepler-1491 b,Kepler-1491,1,2,0,Transit,16.58617620,1.510,,,2065.5900000
Kepler-1491 c,Kepler-1491,1,2,0,Transit,61.56976500,2.440,,530,2065.5900000
Kepler-1492 b,Kepler-1492,1,1,0,Transit,16.75255007,1.490,,,331.5530000
Kepler-1493 b,Kepler-1493,1,1,0,Transit,15.02179830,1.410,,,555.0510000
Kepler-1494 b,Kepler-1494,1,1,0,Transit,91.08048200,3.070,,,1285.4800000
Kepler-1495 b,Kepler-1495,1,1,0,Transit,85.27325600,2.940,,,1355.5400000
Kepler-1496 b,Kepler-1496,1,1,0,Transit,64.65880170,2.220,,,1307.6600000
Kepler-1497 b,Kepler-1497,1,1,0,Transit,8.74199772,1.660,,,
Kepler-1498 b,Kepler-1498,1,1,0,Transit,48.05140500,1.330,,,
Kepler-1499 b,Kepler-1499,1,1,0,Transit,44.20080000,1.190,,,309.8690000
Kepler-15 b,Kepler-15,1,1,0,Transit,4.94278200,10.760,209.76000,,739.4120000
Kepler-150 b,Kepler-150,1,5,0,Transit,3.42805400,1.250,,,891.0920000
Kepler-150 c,Kepler-150,1,5,0,Transit,7.38199800,3.690,,,891.0920000
Kepler-150 d,Kepler-150,1,5,0,Transit,12.56093000,2.790,,,891.0920000
Kepler-150 e,Kepler-150,1,5,0,Transit,30.82655700,3.120,,,891.0920000
Kepler-150 f,Kepler-150,1,5,0,Transit,637.20930000,3.640,,,891.0920000
Kepler-1500 b,Kepler-1500,1,1,0,Transit,15.03301050,1.200,,,1217.8200000
Kepler-1501 b,Kepler-1501,1,1,0,Transit,14.55645330,1.560,,,749.0600000
Kepler-1502 b,Kepler-1502,1,1,0,Transit,41.70836290,3.180,,,1514.0200000
Kepler-1503 b,Kepler-1503,1,1,0,Transit,96.16987000,2.270,,,1225.5700000
Kepler-1504 b,Kepler-1504,1,1,0,Transit,82.30400300,2.130,,,2435.9400000
Kepler-1505 b,Kepler-1505,1,1,0,Transit,30.86093660,0.930,,,495.1480000
Kepler-1506 b,Kepler-1506,1,1,0,Transit,14.03291540,1.320,,,2366.0200000
Kepler-1507 b,Kepler-1507,1,1,0,Transit,16.05062130,0.840,,,320.4780000
Kepler-1508 b,Kepler-1508,1,1,0,Transit,20.70565040,1.330,,,1260.2800000
Kepler-1509 b,Kepler-1509,1,1,0,Transit,25.43381970,1.850,,,2002.9600000
Kepler-151 b,Kepler-151,1,2,0,Transit,15.22895800,3.060,,,649.9190000
Kepler-151 c,Kepler-151,1,2,0,Transit,24.67461200,2.090,,,649.9190000
Kepler-1510 b,Kepler-1510,1,1,0,Transit,84.70392100,3.360,,,1696.2500000
Kepler-1511 b,Kepler-1511,1,1,0,Transit,23.23827920,1.680,,,1475.6000000
Kepler-1512 b,Kepler-1512,1,1,0,Transit,20.35972599,1.180,,,
Kepler-1513 b,Kepler-1513,1,2,0,Transit,160.88420000,8.594,48.30992,,349.2470000
Kepler-1513 c,Kepler-1513,1,2,0,Transit Timing Variations,841.40000000,,84.54236,,349.2470000
Kepler-1514 b,Kepler-1514,1,2,0,Transit,217.83184000,12.420,1678.14240,388,397.2920000
Kepler-1514 c,Kepler-1514,1,2,0,Transit,10.51418100,1.176,,1066,397.2920000
Kepler-1515 b,Kepler-1515,1,1,0,Transit,214.31141640,9.550,,,539.3210000
Kepler-1516 b,Kepler-1516,1,1,0,Transit,7.25931979,1.750,,,1358.9500000
Kepler-1517 b,Kepler-1517,1,1,0,Transit,5.54608367,9.760,,,847.2990000
Kepler-1518 b,Kepler-1518,1,2,0,Transit,5.11177904,3.050,,,903.5100000
Kepler-1518 c,Kepler-1518,1,2,0,Transit,9.63102580,2.900,,1094,903.5100000
Kepler-1519 b,Kepler-1519,1,1,0,Transit,240.79893970,7.060,,,1441.6300000
Kepler-152 b,Kepler-152,1,2,0,Transit,18.20797300,2.790,,,441.0900000
Kepler-152 c,Kepler-152,1,2,0,Transit,88.25505500,2.390,,,441.0900000
Kepler-1520 b,Kepler-1520,1,1,0,Transit,0.65355357,5.770,,,607.9170000
Kepler-1521 b,Kepler-1521,1,1,0,Transit,47.14840805,2.500,,,206.9830000
Kepler-1522 b,Kepler-1522,1,1,0,Transit,1.84788917,1.730,,,814.1250000
Kepler-1523 b,Kepler-1523,1,1,0,Transit,0.93875077,1.580,,,865.5960000
Kepler-1524 b,Kepler-1524,1,1,0,Transit,70.96746030,3.540,,,381.7730000
Kepler-1525 b,Kepler-1525,1,1,0,Transit,2.41660118,0.910,,,382.9890000
Kepler-1526 b,Kepler-1526,1,1,0,Transit,3.90863200,2.430,,,555.5740000
Kepler-1527 b,Kepler-1527,1,1,0,Transit,160.12991800,4.770,,,1842.1300000
Kepler-1528 b,Kepler-1528,1,1,0,Transit,1.79111021,1.460,,,817.5340000
Kepler-1529 b,Kepler-1529,1,1,0,Transit,5.33905686,2.100,,,661.0140000
Kepler-153 b,Kepler-153,1,2,0,Transit,18.87022700,2.920,,,459.3680000
Kepler-153 c,Kepler-153,1,2,0,Transit,46.90232000,2.530,,,459.3680000
Kepler-1530 b,Kepler-1530,1,3,0,Transit,2.59044340,1.640,,,489.8760000
Kepler-1530 c,Kepler-1530,1,3,0,Transit,5.32274060,1.650,,,489.8760000
Kepler-1530 d,Kepler-1530,1,3,0,Transit,9.20761013,3.279,,,489.8760000
Kepler-1531 b,Kepler-1531,1,1,0,Transit,1.13854338,1.110,,,666.3340000
Kepler-1532 b,Kepler-1532,1,1,0,Transit,1.09366356,1.350,,,798.2460000
Kepler-1533 b,Kepler-1533,1,1,0,Transit,308.54710000,3.460,,,966.8010000
Kepler-1534 b,Kepler-1534,1,1,0,Transit,5.71668872,1.890,,,
Kepler-1535 b,Kepler-1535,1,1,0,Transit,138.94420000,2.550,,,897.7330000
Kepler-1536 b,Kepler-1536,1,1,0,Transit,364.75803100,3.140,,,387.2480000
Kepler-1537 b,Kepler-1537,1,1,0,Transit,1.44445380,1.180,,,517.2920000
Kepler-1538 b,Kepler-1538,1,1,0,Transit,175.13881900,2.820,,,1125.3000000
Kepler-1539 b,Kepler-1539,1,1,0,Transit,133.30367410,2.700,,,748.3260000
Kepler-154 b,Kepler-154,1,5,0,Transit,33.04053200,2.260,,,915.2120000
Kepler-154 c,Kepler-154,1,5,0,Transit,62.30327600,2.950,,,915.2120000
Kepler-154 d,Kepler-154,1,5,0,Transit,20.54981883,3.840,,,915.2120000
Kepler-154 e,Kepler-154,1,5,0,Transit,3.93276465,1.500,,,915.2120000
Kepler-154 f,Kepler-154,1,5,0,Transit,9.91935684,1.500,,,915.2120000
Kepler-1540 b,Kepler-1540,2,1,0,Transit,125.41311770,2.490,,,244.9600000
Kepler-1541 b,Kepler-1541,1,1,0,Transit,8.40691199,1.160,,,416.6920000
Kepler-1542 b,Kepler-1542,1,4,0,Transit,3.95116882,0.760,,,399.1140000
Kepler-1542 c,Kepler-1542,1,4,0,Transit,2.89223021,0.650,,,399.1140000
Kepler-1542 d,Kepler-1542,1,4,0,Transit,5.99273738,0.870,,,399.1140000
Kepler-1542 e,Kepler-1542,1,4,0,Transit,5.10115756,0.760,,,399.1140000
Kepler-1543 b,Kepler-1543,1,1,0,Transit,6.96710269,2.710,,,921.7840000
Kepler-1544 b,Kepler-1544,1,1,0,Transit,168.81117400,1.780,,,335.0900000
Kepler-1545 b,Kepler-1545,1,1,0,Transit,163.69234900,2.700,,,729.9640000
Kepler-1546 b,Kepler-1546,1,1,0,Transit,19.59749710,3.130,,,931.9560000
Kepler-1547 b,Kepler-1547,1,1,0,Transit,0.69297968,0.900,,,674.6950000
Kepler-1548 b,Kepler-1548,1,1,0,Transit,124.82867900,2.640,,,872.2790000
Kepler-1549 b,Kepler-1549,1,1,0,Transit,214.88654500,2.570,,,803.0520000
Kepler-155 b,Kepler-155,1,2,0,Transit,5.93119400,2.090,,,293.4990000
Kepler-155 c,Kepler-155,1,2,0,Transit,52.66179300,2.240,,,293.4990000
Kepler-1550 b,Kepler-1550,1,1,0,Transit,225.58280900,3.020,,,1179.0100000
Kepler-1551 b,Kepler-1551,1,1,0,Transit,24.49736980,2.660,,,1463.7200000
Kepler-1552 b,Kepler-1552,1,1,0,Transit,184.77185300,2.470,,,769.0960000
Kepler-1553 b,Kepler-1553,1,1,0,Transit,4.24261881,1.150,,,692.5940000
Kepler-1554 b,Kepler-1554,1,1,0,Transit,198.08877400,2.900,,,946.8470000
Kepler-1555 b,Kepler-1555,1,1,0,Transit,8.10501635,1.610,,,2013.2700000
Kepler-1556 b,Kepler-1556,1,1,0,Transit,8.82713457,1.960,,,944.5400000
Kepler-1557 b,Kepler-1557,1,1,0,Transit,3.74032496,1.530,,,1380.1600000
Kepler-1558 b,Kepler-1558,1,1,0,Transit,3.50470358,0.680,,,325.7370000
Kepler-1559 b,Kepler-1559,1,1,0,Transit,0.97191543,0.720,,,614.8270000
Kepler-156 b,Kepler-156,1,2,0,Transit,4.97345600,2.300,,,443.4830000
Kepler-156 c,Kepler-156,1,2,0,Transit,15.90680100,2.550,,,443.4830000
Kepler-1560 b,Kepler-1560,1,1,0,Transit,3.03195744,0.890,,,502.4970000
Kepler-1561 b,Kepler-1561,1,1,0,Transit,1.00520701,1.090,,,839.0760000
Kepler-1562 b,Kepler-1562,1,1,0,Transit,64.27377520,3.550,,,2060.7200000
Kepler-1563 b,Kepler-1563,1,1,0,Transit,3.43276598,0.750,,,616.6970000
Kepler-1564 b,Kepler-1564,1,1,0,Transit,18.05403810,1.470,,,908.8050000
Kepler-1565 b,Kepler-1565,1,1,0,Transit,1.53818844,1.190,,,629.9300000
Kepler-1566 b,Kepler-1566,1,1,0,Transit,0.53991524,0.790,,,466.5860000
Kepler-1567 b,Kepler-1567,1,1,0,Transit,153.97957800,2.730,,,1206.1100000
Kepler-1568 b,Kepler-1568,1,1,0,Transit,20.92539200,1.300,,,916.3130000
Kepler-1569 b,Kepler-1569,1,1,0,Transit,5.79180156,1.680,,,945.4540000
Kepler-157 b,Kepler-157,1,3,0,Transit,1.73234200,1.320,,,773.7130000
Kepler-157 c,Kepler-157,1,3,0,Transit,13.54050000,2.240,,,773.7130000
Kepler-157 d,Kepler-157,1,3,0,Transit,7.02573474,1.460,,,773.7130000
Kepler-1570 b,Kepler-1570,1,1,0,Transit,26.54895500,1.070,,,918.9950000
Kepler-1571 b,Kepler-1571,1,1,0,Transit,3.38555488,1.520,,,675.3030000
Kepler-1572 b,Kepler-1572,1,1,0,Transit,5.49548621,0.940,,,946.6020000
Kepler-1573 b,Kepler-1573,1,1,0,Transit,2.61575540,1.200,,,1455.3600000
Kepler-1574 b,Kepler-1574,1,1,0,Transit,6.94243340,1.290,,,1384.1600000
Kepler-1575 b,Kepler-1575,1,1,0,Transit,2.55314213,1.310,,,1246.9200000
Kepler-1576 b,Kepler-1576,1,1,0,Transit,6.98471973,1.040,,,460.9100000
Kepler-1577 b,Kepler-1577,1,1,0,Transit,6.30560247,1.130,,,510.0290000
Kepler-1578 b,Kepler-1578,1,1,0,Transit,1.45088691,1.040,,,1064.0500000
Kepler-1579 b,Kepler-1579,1,1,0,Transit,0.84990789,0.840,,,
Kepler-158 b,Kepler-158,1,2,0,Transit,16.70918400,2.120,,,315.1770000
Kepler-158 c,Kepler-158,1,2,0,Transit,28.55138300,1.900,,,315.1770000
Kepler-1580 b,Kepler-1580,1,1,0,Transit,56.64492790,2.110,,,1002.0200000
Kepler-1581 b,Kepler-1581,1,1,0,Transit,6.28385491,0.800,,,493.1750000
Kepler-1582 b,Kepler-1582,1,1,0,Transit,4.83817712,1.490,,,78.8906000
Kepler-1583 b,Kepler-1583,1,1,0,Transit,9.32807355,0.600,,,403.9330000
Kepler-1584 b,Kepler-1584,1,1,0,Transit,13.39970990,1.610,,,1416.3100000
Kepler-1585 b,Kepler-1585,1,1,0,Transit,3.58274630,1.790,,,944.4650000
Kepler-1586 b,Kepler-1586,1,1,0,Transit,15.60492120,1.520,,,552.5500000
Kepler-1587 b,Kepler-1587,1,1,0,Transit,9.40604670,1.330,,,1026.4800000
Kepler-1588 b,Kepler-1588,1,1,0,Transit,7.84931739,0.760,,,924.1410000
Kepler-1589 b,Kepler-1589,1,1,0,Transit,0.99166527,1.090,,,1513.1400000
Kepler-159 b,Kepler-159,1,2,0,Transit,10.13962300,2.380,,,373.7440000
Kepler-159 c,Kepler-159,1,2,0,Transit,43.59579200,3.410,,,373.7440000
Kepler-1590 b,Kepler-1590,1,1,0,Transit,7.61760804,1.140,,,771.1520000
Kepler-1591 b,Kepler-1591,1,1,0,Transit,8.18504949,1.270,,,1419.5800000
Kepler-1592 b,Kepler-1592,1,1,0,Transit,3.05710069,1.540,,,1639.4700000
Kepler-1593 b,Kepler-1593,1,1,0,Transit,174.50983500,3.170,,,638.2490000
Kepler-1594 b,Kepler-1594,1,1,0,Transit,2.71603809,1.060,,,976.8680000
Kepler-1595 b,Kepler-1595,1,1,0,Transit,4.56380468,1.230,,,845.0220000
Kepler-1596 b,Kepler-1596,1,1,0,Transit,66.37337900,1.900,,,2146.2300000
Kepler-1597 b,Kepler-1597,1,1,0,Transit,2.94654179,1.060,,,1221.0500000
Kepler-1598 b,Kepler-1598,1,1,0,Transit,4.34195123,0.950,,,619.8620000
Kepler-1599 b,Kepler-1599,1,1,0,Transit,122.36355300,1.620,,,1328.2000000
Kepler-16 b,Kepler-16,2,1,0,Transit,228.77600000,8.449,105.83300,,75.0852000
Kepler-160 b,Kepler-160,1,3,0,Transit,4.30939700,1.715,,,937.0130000
Kepler-160 c,Kepler-160,1,3,0,Transit,13.69942900,3.760,,,937.0130000
Kepler-160 d,Kepler-160,1,3,0,Transit Timing Variations,30.00000000,,100.00000,,937.0130000
Kepler-1600 b,Kepler-1600,1,2,0,Transit,386.37054800,3.130,,,1030.8100000
Kepler-1600 c,Kepler-1600,1,2,0,Transit,7.29804993,1.942,,,1030.8100000
Kepler-1601 b,Kepler-1601,1,1,0,Transit,2.20921951,0.820,,,644.4560000
Kepler-1602 b,Kepler-1602,1,1,0,Transit,11.17931605,1.340,,,629.8040000
Kepler-1603 b,Kepler-1603,1,1,0,Transit,2.27163926,1.290,,,2712.5800000
Kepler-1604 b,Kepler-1604,1,1,0,Transit,0.68368426,1.410,,,541.1890000
Kepler-1605 b,Kepler-1605,1,1,0,Transit,85.75654950,1.080,,,546.2300000
Kepler-1606 b,Kepler-1606,1,1,0,Transit,196.43522400,2.070,,,831.2870000
Kepler-1607 b,Kepler-1607,1,1,0,Transit,13.64736760,0.920,,,1286.1000000
Kepler-1608 b,Kepler-1608,1,1,0,Transit,16.47356860,1.730,,,
Kepler-1609 b,Kepler-1609,1,1,0,Transit,114.34219000,2.220,,,1826.0400000
Kepler-161 b,Kepler-161,1,2,0,Transit,4.92135500,2.120,,,434.6320000
Kepler-161 c,Kepler-161,1,2,0,Transit,7.06424000,2.050,,,434.6320000
Kepler-1610 b,Kepler-1610,1,2,0,Transit,8.70181574,1.610,,,864.3310000
Kepler-1610 c,Kepler-1610,1,2,0,Transit,44.98518850,2.090,,433,864.3310000
Kepler-1611 b,Kepler-1611,1,1,0,Transit,5.17624290,0.810,,,908.4440000
Kepler-1612 b,Kepler-1612,1,1,0,Transit,3.91795101,1.030,,,764.7260000
Kepler-1613 b,Kepler-1613,1,1,0,Transit,1.51842990,2.080,,,1508.3300000
Kepler-1614 b,Kepler-1614,1,1,0,Transit,3.94661410,1.490,,,1191.1900000
Kepler-1615 b,Kepler-1615,1,1,0,Transit,47.31261920,2.060,,,1393.8300000
Kepler-1616 b,Kepler-1616,1,1,0,Transit,6.76284377,1.020,,,1137.8100000
Kepler-1617 b,Kepler-1617,1,1,0,Transit,27.47855720,1.200,,,898.3100000
Kepler-1618 b,Kepler-1618,1,1,0,Transit,6.10826019,1.260,,,1229.2500000
Kepler-1619 b,Kepler-1619,1,1,0,Transit,23.62259130,0.760,,,734.8500000
Kepler-162 b,Kepler-162,1,2,0,Transit,6.91979800,1.260,,,855.6410000
Kepler-162 c,Kepler-162,1,2,0,Transit,19.44635500,3.030,,,855.6410000
Kepler-1620 b,Kepler-1620,1,1,0,Transit,101.95182900,1.610,,,895.0690000
Kepler-1621 b,Kepler-1621,1,1,0,Transit,92.26371400,2.160,,,1631.6600000
Kepler-1622 b,Kepler-1622,1,1,0,Transit,10.81187370,1.470,,,796.4770000
Kepler-1623 b,Kepler-1623,1,1,0,Transit,4.36128348,1.310,,,837.4810000
Kepler-1624 b,Kepler-1624,1,1,0,Transit,3.29030452,5.700,,,258.9790000
Kepler-1625 b,Kepler-1625,1,1,0,Transit,287.37894900,6.060,,,2310.1100000
Kepler-1626 b,Kepler-1626,1,1,0,Transit,4.13962966,2.020,,,1368.8300000
Kepler-1627 b,Kepler-1627,1,1,0,Transit,7.20283653,3.690,,,317.4370000
Kepler-1628 b,Kepler-1628,1,1,0,Transit,76.37803300,6.430,,,
Kepler-1629 b,Kepler-1629,1,1,0,Transit,3.87595807,0.770,,,336.0900000
Kepler-163 b,Kepler-163,1,2,0,Transit,7.81093700,1.050,,,689.8140000
Kepler-163 c,Kepler-163,1,2,0,Transit,21.34726200,2.260,,,689.8140000
Kepler-1630 b,Kepler-1630,1,1,0,Transit,509.99740200,2.190,,,331.2130000
Kepler-1631 b,Kepler-1631,1,1,0,Transit,4.09513932,1.350,,,1305.9900000
Kepler-1632 b,Kepler-1632,1,1,0,Transit,448.30355800,2.470,,,716.7600000
Kepler-1633 b,Kepler-1633,1,1,0,Transit,186.40427100,1.580,,,1114.9100000
Kepler-1634 b,Kepler-1634,1,1,0,Transit,374.87623900,3.190,,,617.3390000
Kepler-1635 b,Kepler-1635,1,1,0,Transit,469.63111000,3.640,,,1069.4500000
Kepler-1636 b,Kepler-1636,1,1,0,Transit,425.47785000,3.230,,,1947.5400000
Kepler-1637 b,Kepler-1637,1,1,0,Transit,6.10960324,0.890,,,567.1870000
Kepler-1638 b,Kepler-1638,1,1,0,Transit,259.33683000,1.870,,,1525.5200000
Kepler-1639 b,Kepler-1639,1,1,0,Transit,9.87848200,2.580,,,1031.3100000
