# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 09:27:22 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
#
pl_name	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	pl_rade	pl_radeerr1	pl_radeerr2	pl_radelim	pl_trandur	pl_trandurerr1	pl_trandurerr2	pl_trandurlim
Kepler-270 b	11.47621175	0.00006489	-0.00006489	0								
Kepler-270 b					1.835	0.390	-0.169	0				
Kepler-270 b	11.47609015	0.00005083	-0.00005083	0	2.070	0.370	-0.370	0	5.0460000	0.1110000	-0.1110000	0
Kepler-270 b	11.47610130	0.00004960	-0.00004960	0	1.830	1.080	-0.330	0	4.9680000	0.1160000	-0.1160000	0
Kepler-270 b	11.47610130	0.00004960	-0.00004960	0	1.830	1.080	-0.330	0	4.9680000	0.1160000	-0.1160000	0
Kepler-270 b	11.47610130	0.00004960	-0.00004960	0	1.920	0.370	-0.260	0	4.9680000	0.1160000	-0.1160000	0
Kepler-270 b	11.47609400	0.00007100	-0.00007100	0	2.010	0.400	-0.400	0	4.8650000	0.1180000	-0.1180000	0
Kepler-270 b	11.47610130	0.00004960	-0.00004960	0	1.830	1.080	-0.330	0	4.9680000	0.1160000	-0.1160000	0
Kepler-270 b	11.47609015	0.00005083	-0.00005083	0				0				0
Kepler-270 c	25.26290000	0.00060000	-0.00060000	0	1.590	0.590	-0.590	0	5.2384000			0
Kepler-270 c	25.26271648	0.00035677	-0.00035677	0								
Kepler-270 c	25.26302680	0.00032820	-0.00032820	0	1.620	0.280	-0.260	0	6.6680000	0.3290000	-0.3290000	0
Kepler-270 c	25.26274411	0.00002700	-0.00002700	0					6.2181000			0
Kepler-270 c	25.26302680	0.00032820	-0.00032820	0	1.500	0.880	-0.270	0	6.6680000	0.3290000	-0.3290000	0
Kepler-270 c	25.26288700	0.00059900	-0.00059900	0	1.770	0.370	-0.370	0	3.6980000	1.2490000	-1.2490000	0
Kepler-270 c	25.26304670	0.00033120	-0.00033120	0				0				0
Kepler-270 c					1.516	0.302	-0.153	0				
Kepler-270 c	25.26302680	0.00032820	-0.00032820	0	1.500	0.880	-0.270	0	6.6680000	0.3290000	-0.3290000	0
Kepler-270 c	25.26304670	0.00033120	-0.00033120	0	1.710	0.300	-0.310	0	6.2200000	0.2930000	-0.2930000	0
Kepler-270 c	25.26302680	0.00032820	-0.00032820	0	1.500	0.880	-0.270	0	6.6680000	0.3290000	-0.3290000	0
Kepler-271 b	10.43549000	0.00010000	-0.00010000	0	1.460	0.520	-0.520	0	3.5509000			0
Kepler-271 b	10.43547031	0.00002685	-0.00002685	0				0				0
Kepler-271 b	10.43547805	0.00002700	-0.00002700	0	1.230	0.080	-0.070	0	3.4047000	0.0607000	-0.0607000	0
Kepler-271 b	10.43547031	0.00002685	-0.00002685	0	1.220	0.130	-0.090	0	3.4167000	0.0598000	-0.0598000	0
Kepler-271 b	5.21773800	0.00004300	-0.00004300	0	0.890	0.160	-0.160	0	3.3870000	0.1260000	-0.1260000	0
Kepler-271 b	10.43541553	0.00000352	-0.00000352	0					3.5984000			0
Kepler-271 b	10.43547805	0.00002700	-0.00002700	0	1.320	0.210	-0.120	0	3.4047000	0.0607000	-0.0607000	0
Kepler-271 b					1.229	0.064	-0.056	0				
Kepler-271 b	10.43547805	0.00002700	-0.00002700	0	1.320	0.210	-0.120	0	3.4047000	0.0607000	-0.0607000	0
Kepler-271 b	5.21773516	0.00002820	-0.00002820	0								
Kepler-271 b	10.43547805	0.00002700	-0.00002700	0	1.320	0.210	-0.120	0	3.4047000	0.0607000	-0.0607000	0
Kepler-271 c	7.41093500	0.00004900	-0.00004900	0	1.000	0.180	-0.180	0	3.4130000	0.1040000	-0.1040000	0
Kepler-271 c	7.41084314	0.00003098	-0.00003098	0				0				0
Kepler-271 c	7.41086267	0.00003305	-0.00003305	0	1.020	0.170	-0.090	0	3.2769000	0.0983000	-0.0983000	0
Kepler-271 c	7.41086267	0.00003305	-0.00003305	0	0.950	0.060	-0.060	0	3.2769000	0.0983000	-0.0983000	0
Kepler-271 c	7.41084314	0.00003098	-0.00003098	0	0.940	0.100	-0.080	0	3.2450000	0.0965000	-0.0965000	0
Kepler-271 c	7.41086267	0.00003305	-0.00003305	0	1.020	0.170	-0.090	0	3.2769000	0.0983000	-0.0983000	0
Kepler-271 c	7.41086267	0.00003305	-0.00003305	0	1.020	0.170	-0.090	0	3.2769000	0.0983000	-0.0983000	0
Kepler-271 c	7.41091954	0.00003629	-0.00003629	0								
Kepler-271 c	7.41103800	0.00009500	-0.00009500	0	1.150	0.410	-0.410	0	3.4260000			0
Kepler-271 c					0.942	0.054	-0.048	0				
Kepler-271 c	7.41084384	0.00000808	-0.00000808	0					3.8203000			0
Kepler-271 d	5.24969140	0.00003974	-0.00003974	0								
Kepler-271 d	5.24972541	0.00004062	-0.00004062	0	0.710	0.110	-0.070	0	2.7660000	0.1690000	-0.1690000	0
Kepler-271 d	5.24970432	0.00003439	-0.00003439	0	0.670	0.070	-0.060	0	2.7460000	0.1470000	-0.1470000	0
Kepler-271 d	5.24972541	0.00004062	-0.00004062	0	0.660	0.050	-0.050	0	2.7660000	0.1690000	-0.1690000	0
Kepler-271 d	5.24970432	0.00003439	-0.00003439	0				0				0
Kepler-271 d					0.669	0.047	-0.042	0				
Kepler-271 d	5.24948000	0.00016000	-0.00016000	0	0.700	0.260	-0.260	0	2.8576000			0
Kepler-271 d	5.24972541	0.00004062	-0.00004062	0	0.710	0.110	-0.070	0	2.7660000	0.1690000	-0.1690000	0
Kepler-271 d	5.24972541	0.00004062	-0.00004062	0	0.710	0.110	-0.070	0	2.7660000	0.1690000	-0.1690000	0
Kepler-272 b	2.97134830	0.00001572	-0.00001572	0								
Kepler-272 b	2.97136500	0.00004800	-0.00004800	0	1.300	1.100	-1.100	0	2.6937000			0
Kepler-272 b	2.97136658	0.00001060	-0.00001060	0	1.520	0.170	-0.200	0	2.7160000	0.0852000	-0.0852000	0
Kepler-272 b					1.871	0.101	-0.112	0				
Kepler-272 b	2.97136410	0.00001076	-0.00001076	0	1.330	0.900	-0.150	0	2.7157000	0.0829000	-0.0829000	0
Kepler-272 b	2.97136658	0.00001060	-0.00001060	0				0				0
Kepler-272 b	2.97136410	0.00001076	-0.00001076	0	1.330	0.900	-0.150	0	2.7157000	0.0829000	-0.0829000	0
Kepler-272 b	2.97136410	0.00001076	-0.00001076	0	1.460	0.270	-0.120	0	2.7157000	0.0829000	-0.0829000	0
Kepler-272 b	2.97135300	0.00001700	-0.00001700	0	1.430	0.770	-0.770	0	2.6480000	0.0900000	-0.0900000	0
Kepler-272 b	2.97136410	0.00001076	-0.00001076	0	1.330	0.900	-0.150	0	2.7157000	0.0829000	-0.0829000	0
Kepler-272 b	2.97100000			0	1.310	0.880	-0.150	0				
Kepler-272 c	6.05733984	0.00000486	-0.00000486	0					3.9819000			0
Kepler-272 c	6.05730524	0.00001928	-0.00001928	0	1.670	1.130	-0.190	0	3.7273000	0.0778000	-0.0778000	0
Kepler-272 c	6.05730524	0.00001928	-0.00001928	0	1.670	1.130	-0.190	0	3.7273000	0.0778000	-0.0778000	0
Kepler-272 c	6.05742800	0.00007100	-0.00007100	0	1.700	1.400	-1.400	0	3.7863000			0
Kepler-272 c	6.05729966	0.00001792	-0.00001792	0				0				0
Kepler-272 c					2.378	0.136	-0.121	0				
Kepler-272 c	6.05734200	0.00003700	-0.00003700	0	1.790	0.960	-0.960	0	3.6950000	0.0930000	-0.0930000	0
Kepler-272 c	6.05730524	0.00001928	-0.00001928	0	1.870	0.350	-0.140	0	3.7273000	0.0778000	-0.0778000	0
Kepler-272 c	6.05733165	0.00002393	-0.00002393	0								
Kepler-272 c	6.05700000			0	1.630	1.100	-0.190	0				
Kepler-272 c	6.05730524	0.00001928	-0.00001928	0	1.670	1.130	-0.190	0	3.7273000	0.0778000	-0.0778000	0
Kepler-272 c	6.05729966	0.00001792	-0.00001792	0	1.940	0.210	-0.260	0	3.7419000	0.0742000	-0.0742000	0
Kepler-272 d	10.93725572	0.00004273	-0.00004273	0				0				0
Kepler-272 d	10.93725572	0.00004273	-0.00004273	0	2.410	0.270	-0.320	0	3.0822000	0.0987000	-0.0987000	0
Kepler-272 d	10.93730071	0.00004741	-0.00004741	0	1.760	1.180	-0.200	0	2.8980000	0.1100000	-0.1100000	0
Kepler-272 d	10.93735256	0.00000695	-0.00000695	0					3.1799000			0
Kepler-272 d	10.93730071	0.00004741	-0.00004741	0	2.000	0.510	-0.180	0	2.8980000	0.1100000	-0.1100000	0
Kepler-272 d	10.93711000	0.00014000	-0.00014000	0	2.000	1.700	-1.700	0	2.9590000			0
Kepler-272 d	10.93730400	0.00007300	-0.00007300	0	2.250	1.220	-1.220	0	3.0840000	0.0940000	-0.0940000	0
Kepler-272 d	10.93725945	0.00005707	-0.00005707	0								
Kepler-272 d	10.93730071	0.00004741	-0.00004741	0	1.760	1.180	-0.200	0	2.8980000	0.1100000	-0.1100000	0
Kepler-272 d	10.93730071	0.00004741	-0.00004741	0	1.760	1.180	-0.200	0	2.8980000	0.1100000	-0.1100000	0
Kepler-272 d					2.962	0.412	-0.476	0				
Kepler-273 b	2.93652697	0.00000523	-0.00000523	0	1.550	0.700	-0.170	0	1.7710000	0.0470000	-0.0470000	0
Kepler-273 b	2.93652697	0.00000523	-0.00000523	0	1.700	0.230	-0.120	0	1.7710000	0.0470000	-0.0470000	0
Kepler-273 b	2.93649700	0.00002100	-0.00002100	0	1.790	0.750	-0.750	0	1.7403000			0
Kepler-273 b	2.93653200	0.00000900	-0.00000900	0	1.500	0.860	-0.860	0	1.7040000	0.0550000	-0.0550000	0
Kepler-273 b	2.93652734	0.00000514	-0.00000514	0	1.920	0.210	-0.260	0	1.7710000	0.0433000	-0.0433000	0
Kepler-273 b	2.93652697	0.00000523	-0.00000523	0	1.550	0.700	-0.170	0	1.7710000	0.0470000	-0.0470000	0
Kepler-273 b	2.93652734	0.00000514	-0.00000514	0				0				0
Kepler-273 b					1.521	0.309	-0.087	0				
Kepler-273 b	2.93653227	0.00000798	-0.00000798	0								
Kepler-273 b	2.93652697	0.00000523	-0.00000523	0	1.550	0.700	-0.170	0	1.7710000	0.0470000	-0.0470000	0
Kepler-273 c	8.01495700	0.00009800	-0.00009800	0	1.630	0.680	-0.680	0	3.2333000			0
Kepler-273 c	8.01494715	0.00003433	-0.00003433	0	1.650	0.740	-0.180	0	2.9840000	0.1070000	-0.1070000	0
Kepler-273 c	8.01497514	0.00003817	-0.00003817	0								
Kepler-273 c	8.01492700	0.00005200	-0.00005200	0	1.980	1.150	-1.150	0	3.3790000	0.0780000	-0.0780000	0
Kepler-273 c					1.584	0.344	-0.120	0				
Kepler-273 c	8.01494715	0.00003433	-0.00003433	0	1.650	0.740	-0.180	0	2.9840000	0.1070000	-0.1070000	0
Kepler-273 c	8.01500821	0.00003259	-0.00003259	0	2.000	0.220	-0.270	0	3.0137000	0.0915000	-0.0915000	0
Kepler-273 c	8.01500821	0.00003259	-0.00003259	0				0				0
Kepler-273 c	8.01494715	0.00003433	-0.00003433	0	1.900	0.360	-0.160	0	2.9840000	0.1070000	-0.1070000	0
Kepler-273 c	8.01494715	0.00003433	-0.00003433	0	1.650	0.740	-0.180	0	2.9840000	0.1070000	-0.1070000	0
Kepler-273 c	8.01497676	0.00000651	-0.00000651	0					3.1464000			0
Kepler-274 b	11.63486400	0.00008446	-0.00008446	0	1.800	0.700	-0.210	0	5.3820000	0.1650000	-0.1650000	0
Kepler-274 b	11.63486400	0.00008446	-0.00008446	0	1.800	0.700	-0.210	0	5.3820000	0.1650000	-0.1650000	0
Kepler-274 b					2.137	0.157	-0.134	0				
Kepler-274 b	11.63505917	0.00010720	-0.00010720	0								
Kepler-274 b	11.63486009	0.00008875	-0.00008875	0	2.610	0.400	-0.660	0	5.4660000	0.1690000	-0.1690000	0
Kepler-274 b	11.63486400	0.00008446	-0.00008446	0	1.800	0.700	-0.210	0	5.3820000	0.1650000	-0.1650000	0
Kepler-274 b	11.63486400	0.00008446	-0.00008446	0	1.920	0.420	-0.230	0	5.3820000	0.1650000	-0.1650000	0
Kepler-274 b	11.63486009	0.00008875	-0.00008875	0				0				0
Kepler-274 b	11.63478800	0.00013400	-0.00013400	0	1.540	0.840	-0.840	0	5.5410000	0.1710000	-0.1710000	0
Kepler-274 c	33.19786100	0.00089400	-0.00089400	0	1.840	1.000	-1.000	0	4.5440000	0.6230000	-0.6230000	0
Kepler-274 c	33.19817610	0.00037580	-0.00037580	0				0				0
Kepler-274 c	33.19810540	0.00031910	-0.00031910	0	1.950	0.760	-0.230	0	4.5140000	0.2400000	-0.2400000	0
Kepler-274 c	33.19810540	0.00031910	-0.00031910	0	1.950	0.760	-0.230	0	4.5140000	0.2400000	-0.2400000	0
Kepler-274 c	33.19720500	0.00002371	-0.00002371	0					4.7661000			0
Kepler-274 c	33.19817610	0.00037580	-0.00037580	0	3.210	0.500	-0.810	0	4.7090000	0.2950000	-0.2950000	0
Kepler-274 c	33.19810540	0.00031910	-0.00031910	0	2.180	0.680	-0.260	0	4.5140000	0.2400000	-0.2400000	0
Kepler-274 c	33.19810540	0.00031910	-0.00031910	0	1.950	0.760	-0.230	0	4.5140000	0.2400000	-0.2400000	0
Kepler-274 c	33.19790974	0.00034881	-0.00034881	0								
Kepler-274 c					2.631	0.461	-0.389	0				
Kepler-275 b	10.30065512	0.00008649	-0.00008649	0	2.250	1.210	-0.370	0	4.9430000	0.1870000	-0.1870000	0
Kepler-275 b	10.30065512	0.00008649	-0.00008649	0	2.250	1.210	-0.370	0	4.9430000	0.1870000	-0.1870000	0
Kepler-275 b	10.30068200	0.00025400	-0.00025400	0	2.340	0.450	-0.450	0	4.9670000	0.2700000	-0.2700000	0
Kepler-275 b	10.30065512	0.00008649	-0.00008649	0	2.250	0.420	-0.270	0	4.9430000	0.1870000	-0.1870000	0
Kepler-275 b	10.30067919	0.00009160	-0.00009160	0	2.200	0.370	-0.380	0	4.8850000	0.2070000	-0.2070000	0
Kepler-275 b	10.30067919	0.00009160	-0.00009160	0				0				0
Kepler-275 b	10.30109000	0.00028000	-0.00028000	0	1.890	0.380	-0.380	0	4.9257000			0
Kepler-275 b	10.30065512	0.00008649	-0.00008649	0	2.250	1.210	-0.370	0	4.9430000	0.1870000	-0.1870000	0
Kepler-275 b	10.30080543	0.00011457	-0.00011457	0								
Kepler-275 b					2.423	0.240	-0.197	0				
Kepler-275 c	16.08815621	0.00000705	-0.00000705	0					5.8847000			0
Kepler-275 c	16.08831829	0.00007782	-0.00007782	0	3.320	1.770	-0.540	0	5.6640000	0.1310000	-0.1310000	0
Kepler-275 c	16.08832318	0.00008779	-0.00008779	0				0				0
Kepler-275 c	16.08832318	0.00008779	-0.00008779	0	3.420	0.580	-0.580	0	5.7310000	0.1430000	-0.1430000	0
Kepler-275 c	16.08813400	0.00016400	-0.00016400	0	3.380	0.640	-0.640	0	5.8880000	0.1530000	-0.1530000	0
Kepler-275 c					3.778	0.888	-0.340	0				
Kepler-275 c	16.08821000	0.00025000	-0.00025000	0	2.840	0.550	-0.550	0	5.7517000			0
Kepler-275 c	16.08831829	0.00007782	-0.00007782	0	3.320	1.770	-0.540	0	5.6640000	0.1310000	-0.1310000	0
Kepler-275 c	16.08831829	0.00007782	-0.00007782	0	3.360	0.620	-0.390	0	5.6640000	0.1310000	-0.1310000	0
Kepler-275 c	16.08831829	0.00007782	-0.00007782	0	3.320	1.770	-0.540	0	5.6640000	0.1310000	-0.1310000	0
Kepler-275 c	16.08819979	0.00009154	-0.00009154	0								
Kepler-275 d	35.67574530	0.00035290	-0.00035290	0	3.020	0.510	-0.510	0	7.3810000	0.2340000	-0.2340000	0
Kepler-275 d	35.67560000	0.00094000	-0.00094000	0	2.800	0.550	-0.550	0	5.7744000			0
Kepler-275 d	35.67524129	0.00036034	-0.00036034	0								
Kepler-275 d	35.67569630	0.00043510	-0.00043510	0	3.080	1.660	-0.500	0	7.3510000	0.2630000	-0.2630000	0
Kepler-275 d	35.67606200	0.00064100	-0.00064100	0	3.330	0.740	-0.740	0	7.6340000	0.3210000	-0.3210000	0
Kepler-275 d	35.67569630	0.00043510	-0.00043510	0	3.080	1.660	-0.500	0	7.3510000	0.2630000	-0.2630000	0
Kepler-275 d	35.67449258	0.00002111	-0.00002111	0					6.0306000			0
Kepler-275 d	35.67569630	0.00043510	-0.00043510	0	3.100	0.570	-0.410	0	7.3510000	0.2630000	-0.2630000	0
Kepler-275 d	35.67574530	0.00035290	-0.00035290	0				0				0
Kepler-275 d	35.67569630	0.00043510	-0.00043510	0	3.080	1.660	-0.500	0	7.3510000	0.2630000	-0.2630000	0
Kepler-275 d					3.328	0.674	-0.293	0				
Kepler-276 b	14.12841000	0.00011100	-0.00011100	0	2.870	1.350	-1.350	0	3.7330000	0.1430000	-0.1430000	0
Kepler-276 b	14.12847677	0.00006647	-0.00006647	0				0				0
Kepler-276 b	14.12846178	0.00007169	-0.00007169	0	2.640	1.160	-0.250	0	3.4980000	0.1360000	-0.1360000	0
Kepler-276 b	14.12846178	0.00007169	-0.00007169	0	2.690	0.710	-0.300	0	3.4980000	0.1360000	-0.1360000	0
Kepler-276 b	14.12846178	0.00007169	-0.00007169	0	2.640	1.160	-0.250	0	3.4980000	0.1360000	-0.1360000	0
Kepler-276 b	14.12853811	0.00008624	-0.00008624	0								
Kepler-276 b	14.12846178	0.00007169	-0.00007169	0	2.640	1.160	-0.250	0	3.4980000	0.1360000	-0.1360000	0
Kepler-276 b					2.560	0.330	-0.328	0				
Kepler-276 b	14.12847677	0.00006647	-0.00006647	0	2.730	0.440	-0.150	0	3.6850000	0.1190000	-0.1190000	0
Kepler-276 b	14.12843000	0.00021000	-0.00021000	0	2.400	1.300	-1.300	0	3.6207000			0
Kepler-276 b	14.12832044	0.00000666	-0.00000666	0					3.4229000			0
Kepler-276 c	31.88415690	0.00025630	-0.00025630	0	3.150	1.380	-0.290	0	5.0990000	0.2100000	-0.2100000	0
Kepler-276 c	31.88355187	0.00001309	-0.00001309	0					5.1831000			0
Kepler-276 c	31.88414730	0.00020990	-0.00020990	0	3.700	0.600	-0.200	0	6.1220000	0.2170000	-0.2170000	0
Kepler-276 c	31.88415690	0.00025630	-0.00025630	0	3.150	1.380	-0.290	0	5.0990000	0.2100000	-0.2100000	0
Kepler-276 c	31.88400000			0	2.830	1.240	-0.270	0				
Kepler-276 c					3.469	0.219	-0.765	0				
Kepler-276 c	31.88400000			0	2.900	1.270	-0.280	0				
Kepler-276 c	31.88293000	0.00051000	-0.00051000	0	2.900	1.600	-1.600	0	5.3779000			0
Kepler-276 c	31.88415690	0.00025630	-0.00025630	0	3.150	0.630	-0.350	0	5.0990000	0.2100000	-0.2100000	0
Kepler-276 c	31.88414730	0.00020990	-0.00020990	0				0				0
Kepler-276 c	31.88415690	0.00025630	-0.00025630	0	3.150	1.380	-0.290	0	5.0990000	0.2100000	-0.2100000	0
Kepler-276 d	48.64800000			0	2.800	1.230	-0.270	0				
Kepler-276 d	48.64766010	0.00078810	-0.00078810	0	2.580	1.120	-0.250	0	4.5630000	0.4170000	-0.4170000	0
Kepler-276 d	48.64766010	0.00078810	-0.00078810	0	2.590	0.600	-0.300	0	4.5630000	0.4170000	-0.4170000	0
Kepler-276 d	48.64766010	0.00078810	-0.00078810	0	2.580	1.120	-0.250	0	4.5630000	0.4170000	-0.4170000	0
Kepler-276 d	48.64785430	0.00074260	-0.00074260	0	4.140	0.670	-0.230	0	5.4640000	0.5150000	-0.5150000	0
Kepler-276 d	48.65410000	0.00130000	-0.00130000	0	2.800	1.500	-1.500	0	3.8192000			0
Kepler-276 d					3.882	6958.076	-64.949	0				
Kepler-276 d	48.64704652	0.00003130	-0.00003130	0					4.5022000			0
Kepler-276 d	48.64703539	0.00042299	-0.00042299	0								
Kepler-276 d	48.64785430	0.00074260	-0.00074260	0				0				0
Kepler-276 d	48.64766010	0.00078810	-0.00078810	0	2.580	1.120	-0.250	0	4.5630000	0.4170000	-0.4170000	0
Kepler-276 d	48.64600000			0	2.740	1.200	-0.260	0				
Kepler-277 b	17.32417247	0.00006505	-0.00006505	0	2.960	0.730	-0.640	0	8.1690000	0.1020000	-0.1020000	0
Kepler-277 b					2.994	0.255	-0.261	0				
Kepler-277 b	17.32419108	0.00006368	-0.00006368	0				0				0
Kepler-277 b	17.32400000			0	2.920	0.730	-0.630	0				
Kepler-277 b	17.32417247	0.00006505	-0.00006505	0	2.960	0.730	-0.640	0	8.1690000	0.1020000	-0.1020000	0
Kepler-277 b	17.32400000			0	2.920	0.730	-0.630	0				
Kepler-277 b	17.32440000	0.00021000	-0.00021000	0	2.920	0.390	-0.390	0	8.3330000			0
Kepler-277 b	17.32406880	0.00006232	-0.00006232	0								
Kepler-277 b	17.32417247	0.00006505	-0.00006505	0	2.730	0.670	-0.620	0	8.1690000	0.1020000	-0.1020000	0
Kepler-277 b	17.32405491	0.00000600	-0.00000600	0					8.3373000			0
Kepler-277 b	17.32417247	0.00006505	-0.00006505	0	2.960	0.730	-0.640	0	8.1690000	0.1020000	-0.1020000	0
Kepler-277 b	17.32419108	0.00006368	-0.00006368	0	3.140	0.450	-0.760	0	8.0450000	0.1020000	-0.1020000	0
Kepler-277 c	33.00631850	0.00014900	-0.00014900	0				0				0
Kepler-277 c	33.00669147	0.00000926	-0.00000926	0					7.6073000			0
Kepler-277 c	33.00622327	0.00012805	-0.00012805	0								
Kepler-277 c	33.00600000			0	3.360	0.840	-0.720	0				
Kepler-277 c	33.00600000			0	3.360	0.830	-0.720	0				
Kepler-277 c	33.00630250	0.00015280	-0.00015280	0	2.790	0.690	-0.600	0	7.2010000	0.1170000	-0.1170000	0
Kepler-277 c	33.00631850	0.00014900	-0.00014900	0	3.130	0.450	-0.760	0	7.1180000	0.1200000	-0.1200000	0
Kepler-277 c	33.00630250	0.00015280	-0.00015280	0	2.790	0.690	-0.600	0	7.2010000	0.1170000	-0.1170000	0
Kepler-277 c	33.00630250	0.00015280	-0.00015280	0	2.640	0.570	-0.530	0	7.2010000	0.1170000	-0.1170000	0
Kepler-277 c	33.00590000	0.00060000	-0.00060000	0	3.360	0.450	-0.450	0	8.1422000			0
Kepler-277 c					2.984	0.143	-0.160	0				
Kepler-277 c	33.00630250	0.00015280	-0.00015280	0	2.790	0.690	-0.600	0	7.2010000	0.1170000	-0.1170000	0
Kepler-278 b	30.15986300	0.00018310	-0.00018310	0	3.890	0.150	-0.450	0	7.7880000	0.1420000	-0.1420000	0
Kepler-278 b	30.15994110	0.00017610	-0.00017610	0				0				0
Kepler-278 b	30.15986300	0.00018310	-0.00018310	0	4.230	0.090	-0.100	0	7.7880000	0.1420000	-0.1420000	0
Kepler-278 b	30.16054600	0.00031100	-0.00031100	0	4.070	0.160	-0.160	0	7.5080000	0.1520000	-0.1520000	0
Kepler-278 b	30.15986300	0.00018310	-0.00018310	0	4.230	0.090	-0.100	0	7.7880000	0.1420000	-0.1420000	0
Kepler-278 b					4.207	0.614	-0.541	0				
Kepler-278 b	30.15994110	0.00017610	-0.00017610	0	4.540	0.300	-0.610	0	7.8740000	0.1300000	-0.1300000	0
Kepler-278 b	30.15986300	0.00018310	-0.00018310	0	4.230	0.090	-0.100	0	7.7880000	0.1420000	-0.1420000	0
Kepler-278 b	30.15862717	0.00007367	-0.00007367	0								
Kepler-278 b	30.16021152	0.00000905	-0.00000905	0					7.8029000			0
Kepler-278 b	30.15856000	0.00091000	-0.00091000	0	4.590	0.260	-0.260	0				
Kepler-278 b	30.16012000	0.00052000	-0.00052000	0	2.940	0.280	-0.280	0	7.7575000			0
Kepler-278 c	51.07575600	0.00085760	-0.00085760	0	3.360	0.070	-0.080	0	10.8510000	0.4170000	-0.4170000	0
Kepler-278 c					3.391	0.736	-0.193	0				
Kepler-278 c	51.07877500	0.00089000	-0.00089000	0	3.590	0.430	-0.430	0	11.3150000	0.2810000	-0.2810000	0
Kepler-278 c	51.07710480	0.00055730	-0.00055730	0				0				0
Kepler-278 c	51.08510000	0.00350000	-0.00350000	0	3.310	0.120	-0.120	0				
Kepler-278 c	51.07575600	0.00085760	-0.00085760	0	3.360	0.070	-0.080	0	10.8510000	0.4170000	-0.4170000	0
Kepler-278 c	51.07710480	0.00055730	-0.00055730	0	3.660	0.240	-0.490	0	11.2330000	0.2490000	-0.2490000	0
Kepler-278 c	51.07575600	0.00085760	-0.00085760	0	3.360	0.070	-0.080	0	10.8510000	0.4170000	-0.4170000	0
Kepler-278 c	51.07575600	0.00085760	-0.00085760	0	2.990	0.130	-0.200	0	10.8510000	0.4170000	-0.4170000	0
Kepler-278 c	51.07632364	0.00010154	-0.00010154	0								
Kepler-278 c	51.08020000	0.00180000	-0.00180000	0	2.210	0.220	-0.220	0	11.4292000			0
Kepler-278 c	51.07464191	0.00005545	-0.00005545	0					12.3803000			0
Kepler-279 b	12.30966003	0.00000652	-0.00000652	0					6.4224000			0
Kepler-279 b	12.30968100	0.00005100	-0.00005100	0	3.620	0.710	-0.710	0	5.8680000	0.0800000	-0.0800000	0
Kepler-279 b					3.219	0.156	-0.386	0				
Kepler-279 b	12.30971360	0.00004071	-0.00004071	0	2.470	0.990	-0.240	0	6.2890000	0.2110000	-0.2110000	0
Kepler-279 b	12.30971679	0.00004786	-0.00004786	0	3.820	0.640	-0.850	0	6.7400000	0.1490000	-0.1490000	0
Kepler-279 b	12.30948895	0.00001344	-0.00001344	0								
Kepler-279 b	12.30971679	0.00004786	-0.00004786	0				0				0
Kepler-279 b	12.30971700	0.00007800	-0.00007800	0	2.600	1.100	-1.100	0	5.7950000			0
Kepler-279 b	12.30971360	0.00004071	-0.00004071	0	2.470	0.990	-0.240	0	6.2890000	0.2110000	-0.2110000	0
Kepler-279 b	12.30971360	0.00004071	-0.00004071	0	3.680	1.040	-0.750	0	6.2890000	0.2110000	-0.2110000	0
Kepler-279 b	12.30971360	0.00004071	-0.00004071	0	2.470	0.990	-0.240	0	6.2890000	0.2110000	-0.2110000	0
Kepler-279 c	35.73557190	0.00011430	-0.00011430	0	5.610	1.250	-0.930	0	8.9950000	0.2130000	-0.2130000	0
Kepler-279 c	35.74113000	0.00019000	-0.00019000	0	4.300	1.800	-1.800	0	8.1417000			0
Kepler-279 c	35.73432746	0.00001876	-0.00001876	0					8.5943000			0
Kepler-279 c	35.73557190	0.00011430	-0.00011430	0	3.570	1.430	-0.340	0	8.9950000	0.2130000	-0.2130000	0
Kepler-279 c	35.73557190	0.00011430	-0.00011430	0	3.570	1.430	-0.340	0	8.9950000	0.2130000	-0.2130000	0
Kepler-279 c	35.73536160	0.00012240	-0.00012240	0				0				0
Kepler-279 c	35.73557190	0.00011430	-0.00011430	0	3.570	1.430	-0.340	0	8.9950000	0.2130000	-0.2130000	0
Kepler-279 c					4.611	0.243	-0.534	0				
Kepler-279 c	35.73500000			0	5.500	1.100	-1.100	0				
